head;relation;tail
craft shop manager;broadMatch;shop manager
roof bolters, mining;broadMatch;underground mining machine operators
transportation planners;broadMatch;social scientists and related workers, all other
transport health and safety inspector;broadMatch;environmental and occupational health inspectors and associates
call centre quality auditor;broadMatch;office supervisors
wood production supervisor;broadMatch;production supervisor
sprinkler fitter;broadMatch;plumbers and pipe fitters
arts education officer;broadMatch;other arts teachers
helpers--production workers;broadMatch;miscellaneous production workers
clerical support workers not elsewhere classified;broadMatch;other clerical support workers
airfield operations specialists;broadMatch;air traffic controllers and airfield operations specialists
life, physical, and social science technicians, all other;broadMatch;miscellaneous life, physical, and social science technicians
public relations specialists;broadMatch;media and communication workers
miscellaneous sales representatives, services;broadMatch;sales representatives, services
interior landscaper;broadMatch;gardeners, horticultural and nursery growers
education methods specialists;broadMatch;other teaching professionals
mineralogist;broadMatch;geologists and geophysicists
pest control workers;broadMatch;building cleaning and pest control workers
special forces officer;broadMatch;non-commissioned armed forces officers
chief executives, senior officials and legislators;broadMatch;managers
textile sourcing merchandiser;broadMatch;purchaser
locker room attendant;broadMatch;elementary workers not elsewhere classified
computer systems engineers/architects;broadMatch;computer occupations, all other
tyre vulcaniser;broadMatch;rubber products machine operator
criminal investigator;broadMatch;police inspectors and detectives
costume designer;broadMatch;industrial designer
guide dog instructor;broadMatch;dog trainer
street artist;broadMatch;creative and performing artists not elsewhere classified
hospitality, retail and other services managers;broadMatch;managers
textile cutting machine setters, operators, and tenders;broadMatch;textile machine setters, operators, and tenders
bus drivers, transit and intercity;broadMatch;passenger vehicle drivers
sales representatives, wholesale and manufacturing, technical and scientific products;broadMatch;sales representatives, wholesale and manufacturing
digital literacy teacher;broadMatch;ict trainer
floor and wall coverings shop manager;broadMatch;shop manager
sustainability manager;broadMatch;policy and planning managers
malt house supervisor;broadMatch;production supervisor
ambassador;broadMatch;diplomat
ict accessibility tester;broadMatch;software tester
dancer;broadMatch;dancers and choreographers
mechanical machinery assemblers;broadMatch;assemblers
lifeguards, ski patrol, and other recreational protective service workers;broadMatch;miscellaneous protective service workers
room attendant;broadMatch;cleaners and helpers in offices, hotels and other establishments
postal service mail sorters, processors, and processing machine operators;broadMatch;postal service workers
textile specialised seller;broadMatch;specialised seller
model makers, wood;broadMatch;model makers and patternmakers, wood
bulk filler;broadMatch;food and related products machine operators
wholesale merchant in chemical products;broadMatch;wholesale merchant
power distributors and dispatchers;broadMatch;power plant operators, distributors, and dispatchers
automotive engineering technician;broadMatch;mechanical engineering technician
manufacturing engineer;broadMatch;industrial engineer
database and network professionals not elsewhere classified;broadMatch;database and network professionals
industrial engineers, including health and safety;broadMatch;engineers
radiation therapist;broadMatch;medical imaging and therapeutic equipment technicians
parking valet;broadMatch;car, taxi and van drivers
promotions demonstrator;broadMatch;sales demonstrators
file clerk;broadMatch;filing and copying clerks
golf instructor;broadMatch;sports instructor
cosmologist;broadMatch;physicists and astronomers
metal production supervisor;broadMatch;production supervisor
digital games designer;broadMatch;graphic and multimedia designers
surface grinding machine operator;broadMatch;metal finishing, plating and coating machine operators
security and fire alarm systems installers;broadMatch;miscellaneous electrical and electronic equipment mechanics, installers, and repairers
fire protection technician;broadMatch;civil engineering technician
thermal engineer;broadMatch;energy engineer
traffic technicians;broadMatch;other transportation workers
theme park technician;broadMatch;electrical mechanics and fitters
pre-press technicians;broadMatch;printing trades workers
roustabout;broadMatch;well drillers and borers and related workers
software quality assurance analysts and testers;broadMatch;software and web developers, programmers, and testers
airport baggage handler;broadMatch;freight handlers
human resources workers;broadMatch;business operations specialists
electromechanical engineering technician;broadMatch;electrical engineering technician
other personal care and service workers;broadMatch;personal care and service occupations
healthcare diagnosing or treating practitioners, all other;broadMatch;miscellaneous healthcare diagnosing or treating practitioners
braiding machine operator;broadMatch;textile, fur and leather products machine operators not elsewhere classified
vessel steering instructor;broadMatch;driving instructors
manufacturing engineers;broadMatch;industrial engineers
solar energy technician;broadMatch;electrician
bingo caller;broadMatch;bookmakers, croupiers and related gaming workers
robotics engineers;broadMatch;engineers, all other
drainage engineer;broadMatch;civil engineer
chimney sweep supervisor;broadMatch;building structure cleaners
vessel assembly inspector;broadMatch;product assembly inspector
accountant;broadMatch;accountants
solar power plant operator;broadMatch;power production plant operator
accountants and auditors;broadMatch;financial specialists
category manager;broadMatch;sales manager
antique shop manager;broadMatch;shop manager
power production plant operators;broadMatch;process control technicians
philosophy lecturer;broadMatch;higher education lecturer
engine and other machine assemblers;broadMatch;assemblers and fabricators
engine designer;broadMatch;mechanical engineer
quality engineer;broadMatch;application engineer
building inspector;broadMatch;civil engineering technician
firefighter instructor;broadMatch;vocational teacher
miscellaneous media and communication workers;broadMatch;media and communication workers
copy editor;broadMatch;journalist
computer network and systems technicians;broadMatch;information and communications technology operations and user support technicians
health practitioner support technologists and technicians;broadMatch;health technologists and technicians
mechanical forging press worker;broadMatch;blacksmiths, hammersmiths and forging press workers
maids and housekeeping cleaners;broadMatch;building cleaning workers
starch extraction operator;broadMatch;food and related products machine operators
ict security manager;broadMatch;database and network professionals not elsewhere classified
miscellaneous religious workers;broadMatch;religious workers
brickmasons, blockmasons, and stonemasons;broadMatch;construction trades workers
corporate training manager;broadMatch;training and staff development professionals
delicatessen specialised seller;broadMatch;specialised seller
driving instructor;broadMatch;driving instructors
artists and related workers, all other;broadMatch;artists and related workers
communications teachers, postsecondary;broadMatch;arts, communications, history, and humanities teachers, postsecondary
financial specialists, all other;broadMatch;miscellaneous financial specialists
helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters;broadMatch;helpers, construction trades
prepared meals nutritionist;broadMatch;dietitian
tour and travel guides;broadMatch;personal care and service occupations
web and digital interface designers;broadMatch;software and web developers, programmers, and testers
command and control center officers;broadMatch;military officer special and tactical operations leaders
photographers;broadMatch;media and communication equipment workers
mine shift manager;broadMatch;mine supervisor
leisure attendant;broadMatch;fitness instructor
primary school teachers;broadMatch;primary school and early childhood teachers
textile dyer;broadMatch;bleaching, dyeing and fabric cleaning machine operators
regulatory affairs specialists;broadMatch;compliance officers
matrose;broadMatch;ships’ deck crews and related workers
clothing development manager;broadMatch;product development manager
advertising media planner;broadMatch;marketing consultant
livestock farm labourers;broadMatch;agricultural, forestry and fishery labourers
timber trader;broadMatch;buyers
office manager;broadMatch;office supervisors
gas transmission system operator;broadMatch;transport clerks
fruit and vegetables specialised seller;broadMatch;specialised seller
specialised outdoor animator;broadMatch;outdoor animator
frame maker;broadMatch;carpenters and joiners
chemical engineers;broadMatch;engineers
business analyst;broadMatch;management and organisation analysts
intelligence analysts;broadMatch;detectives and criminal investigators
building cleaning and pest control workers;broadMatch;building and grounds cleaning and maintenance occupations
land-based machinery technician;broadMatch;agricultural and industrial machinery mechanics and repairers
cylindrical grinder operator;broadMatch;metal finishing, plating and coating machine operators
dentists;broadMatch;healthcare diagnosing or treating practitioners
linguistics lecturer;broadMatch;higher education lecturer
labourers in mining, construction, manufacturing and transport;broadMatch;elementary occupations
landscape gardener;broadMatch;gardeners, horticultural and nursery growers
surgeons, all other;broadMatch;surgeons
printing textile technician;broadMatch;printers
agricultural engineers;broadMatch;engineers
columnist;broadMatch;journalist
linen room attendant;broadMatch;hand launderers and pressers
biometrician;broadMatch;statistician
hoist and winch operators;broadMatch;material moving workers
construction general contractor;broadMatch;construction manager
textile chemist;broadMatch;chemist
sports medicine physicians;broadMatch;physicians, all other
industrial machinery mechanics;broadMatch;industrial machinery installation, repair, and maintenance workers
school bus monitors;broadMatch;miscellaneous protective service workers
gambling quality assurance engineer;broadMatch;mathematicians, actuaries and statisticians
miscellaneous vehicle and mobile equipment mechanics, installers, and repairers;broadMatch;vehicle and mobile equipment mechanics, installers, and repairers
air transportation workers;broadMatch;transportation and material moving occupations
wooden furniture machine operator;broadMatch;woodworking-machine tool setters and operators
recycling worker;broadMatch;refuse sorters
aquaculture hatchery technician;broadMatch;aquaculture workers
dismantling engineer;broadMatch;engineering professionals not elsewhere classified
printing trades workers;broadMatch;handicraft and printing workers
complementary therapist;broadMatch;traditional and complementary medicine professionals
stall and market salespersons;broadMatch;street and market salespersons
mutual fund broker;broadMatch;financial broker
lawyer;broadMatch;lawyers
visual artists;broadMatch;creative and performing artists
geologists and geophysicists;broadMatch;physical and earth science professionals
correctional services manager;broadMatch;professional services managers not elsewhere classified
human resources assistant;broadMatch;personnel clerks
brush maker;broadMatch;handicraft workers in wood, basketry and related materials
product graders and testers (excluding foods and beverages);broadMatch;other craft and related workers
brew house operator;broadMatch;food and related products machine operators
nurse responsible for general care;broadMatch;nursing professionals
aquaculture harvesting worker;broadMatch;fishery and aquaculture labourers
shop salespersons;broadMatch;sales workers
motor vehicle assembly supervisor;broadMatch;industrial assembly supervisor
network marketer;broadMatch;advertising and marketing professionals
paperhanger supervisor;broadMatch;construction general supervisor
halal butcher;broadMatch;butcher
toilet attendant;broadMatch;cleaners and helpers in offices, hotels and other establishments
desalination technician;broadMatch;mining and metallurgical technicians
child care workers and teachers’ aides;broadMatch;personal care workers
sales workers;broadMatch;service and sales workers
meteorologist;broadMatch;meteorologists
family social worker;broadMatch;social worker
leather goods manufacturing technician;broadMatch;physical and engineering science technicians not elsewhere classified
veneer slicer operator;broadMatch;sawmill operator
import export manager in wood and construction materials;broadMatch;import export manager
international student exchange coordinator;broadMatch;administrative assistant
defence administration officer;broadMatch;business services and administration managers not elsewhere classified
logistics analyst;broadMatch;management and organisation analysts
professional services managers;broadMatch;production and specialised services managers
bookmaker;broadMatch;bookmakers, croupiers and related gaming workers
bicycle repairers;broadMatch;miscellaneous vehicle and mobile equipment mechanics, installers, and repairers
photographic products machine operators;broadMatch;chemical and photographic products plant and machine operators
germination operator;broadMatch;food and related products machine operators
jewellery repairer;broadMatch;jeweller
couriers and messengers;broadMatch;material recording, scheduling, dispatching, and distributing workers
chemists;broadMatch;physical and earth science professionals
personnel clerks;broadMatch;other clerical support workers
woodworking machine setters, operators, and tenders;broadMatch;woodworkers
genetic counselors;broadMatch;miscellaneous health practitioners and technical workers
special educational needs head teacher;broadMatch;headteacher
health and safety engineers, except mining safety engineers and inspectors;broadMatch;industrial engineers, including health and safety
dancers and choreographers;broadMatch;creative and performing artists
surface treatment operator;broadMatch;spray painters and varnishers
footwear patternmaker;broadMatch;shoemaker
laser beam welder;broadMatch;welder
military enlisted tactical operations and air/weapons specialists and crew members;broadMatch;military specific occupations
procurement support officer;broadMatch;administrative assistant
dairy processing technician;broadMatch;manufacturing supervisors
dispatchers, except police, fire, and ambulance;broadMatch;dispatchers
distillery worker;broadMatch;food and related products machine operators
beauty vocational teacher;broadMatch;vocational teacher
training and staff development professionals;broadMatch;administration professionals
first-line supervisors of security workers;broadMatch;miscellaneous first-line supervisors, protective service workers
journalism lecturer;broadMatch;higher education lecturer
nuclear engineer;broadMatch;energy engineer
production engineer;broadMatch;industrial engineer
archivist;broadMatch;archivists and curators
household appliances repair technician;broadMatch;electrical mechanics and fitters
biomedical scientist advanced;broadMatch;biologist
dresser;broadMatch;other artistic and cultural associate professionals
mining managers;broadMatch;manufacturing, mining, construction, and distribution managers
barber;broadMatch;hairdresser
after-sales service technician;broadMatch;technical and medical sales professionals (excluding ict)
cytogenetic technologists;broadMatch;medical and clinical laboratory technologists
cattle breeder;broadMatch;livestock and dairy producers
fitness and recreation instructors and program leaders;broadMatch;sports and fitness workers
nursing assistants, orderlies, and psychiatric aides;broadMatch;"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides"
glass artist;broadMatch;visual artists
primary school teacher;broadMatch;primary school teachers
engraving machine operator;broadMatch;computer numerical control machine operator
chemical plant control room operator;broadMatch;chemical processing plant controller
engineering teachers, postsecondary;broadMatch;engineering and architecture teachers, postsecondary
securities trader;broadMatch;financial trader
refuse workers and other elementary workers;broadMatch;elementary occupations
audiology technician;broadMatch;medical and dental prosthetic technicians
aircraft maintenance coordinator;broadMatch;aircraft engine mechanics and repairers
spokesperson;broadMatch;public relations officer
air traffic manager;broadMatch;supply, distribution and related managers
brazier;broadMatch;welders and flamecutters
refrigeration air condition and heat pump technician;broadMatch;mechanical engineering technician
laser cutting machine operator;broadMatch;computer numerical control machine operator
machinery assembly supervisor;broadMatch;industrial assembly supervisor
sports, recreation and cultural centre managers;broadMatch;other services managers
import export manager in dairy products and edible oils;broadMatch;import export manager
insurance claims and policy processing clerks;broadMatch;other office and administrative support workers
modern languages lecturer;broadMatch;higher education lecturer
montessori school teacher;broadMatch;early childhood educators
water and firewood collectors;broadMatch;other elementary workers
mail clerks and mail machine operators, except postal service;broadMatch;other office and administrative support workers
logisticians and project management specialists;broadMatch;business operations specialists
employment agent;broadMatch;employment agents and contractors
education administrator;broadMatch;administrative assistant
residential childcare worker;broadMatch;social care worker
database developer;broadMatch;database designers and administrators
architects, surveyors, and cartographers;broadMatch;architecture and engineering occupations
laundry ironer;broadMatch;laundry worker
geological engineer;broadMatch;civil engineer
bridge and lock tenders;broadMatch;other transportation workers
travel agents;broadMatch;sales representatives, services
specialist dentist;broadMatch;dentists
rail-track laying and maintenance equipment operators;broadMatch;other construction and related workers
osteopath;broadMatch;health professionals not elsewhere classified
ambulance drivers and attendants, except emergency medical technicians;broadMatch;motor vehicle operators
airport environment officer;broadMatch;environmental protection professionals
marketing managers;broadMatch;marketing and sales managers
fluid power technician;broadMatch;agricultural and industrial machinery mechanics and repairers
audit supervisor;broadMatch;accountant
domestic cleaner;broadMatch;domestic cleaners and helpers
footwear hand sewer;broadMatch;shoemaker
door-to-door sales workers, news and street vendors, and related workers;broadMatch;miscellaneous sales and related workers
sporting and outdoor accessories shop manager;broadMatch;shop manager
temperature screener;broadMatch;health associate professionals not elsewhere classified
research engineer;broadMatch;application engineer
inspectors, testers, sorters, samplers, and weighers;broadMatch;other production occupations
literary scholar;broadMatch;authors and related writers
packaging and filling machine operator;broadMatch;packing, bottling and labelling machine operators
piano maker;broadMatch;keyboard musical instrument maker
landscape architects;broadMatch;architects, except naval
loan officer;broadMatch;credit and loans officers
heavy truck and bus drivers;broadMatch;drivers and mobile plant operators
import export specialist in office machinery and equipment;broadMatch;import export specialist
occupational therapists;broadMatch;therapists
sports coaches, instructors and officials;broadMatch;sports and fitness workers
digital printer;broadMatch;printers
pharmacists;broadMatch;other health professionals
physicians, all other;broadMatch;Physicians
atmospheric, earth, marine, and space sciences teachers, postsecondary;broadMatch;physical sciences teachers, postsecondary
aeronautical information specialist;broadMatch;air traffic controller
clinical social worker;broadMatch;social worker
flight test engineer;broadMatch;electronics engineer
cashiers and ticket clerks;broadMatch;sales workers
business services agents not elsewhere classified;broadMatch;business services agents
vessel assembly supervisor;broadMatch;industrial assembly supervisor
miscellaneous entertainers and performers, sports and related workers;broadMatch;entertainers and performers, sports and related workers
military enlisted tactical operations and air/weapons specialists and crew members, all other;broadMatch;military enlisted tactical operations and air/weapons specialists and crew members
homelessness worker;broadMatch;social worker
sociology lecturer;broadMatch;higher education lecturer
aquaculture husbandry worker;broadMatch;aquaculture workers
weaving and knitting machine operators;broadMatch;textile, fur and leather products machine operators
medical scientists, except epidemiologists;broadMatch;medical scientists
traditional chiefs and heads of village;broadMatch;legislators and senior officials
food safety specialist;broadMatch;environmental and occupational health and hygiene professionals
insurance fraud investigator;broadMatch;valuers and loss assessors
trade brokers;broadMatch;sales and purchasing agents and brokers
preschool, elementary, middle, secondary, and special education teachers;broadMatch;educational instruction and library occupations
enterprise architect;broadMatch;systems analysts
metal workers and plastic workers, all other;broadMatch;miscellaneous metal workers and plastic workers
roughneck;broadMatch;well drillers and borers and related workers
cultural facilities manager;broadMatch;sports, recreation and cultural centre managers
crop production manager;broadMatch;mixed crop growers
chief information officer;broadMatch;information and communications technology service managers
property appraiser;broadMatch;valuers and loss assessors
tanner;broadMatch;pelt dressers, tanners and fellmongers
industrial machinery installation, repair, and maintenance workers;broadMatch;other installation, maintenance, and repair occupations
metal engraver;broadMatch;sign writers, decorative painters, engravers and etchers
colonel;broadMatch;commissioned armed forces officers
food biotechnologist;broadMatch;biologists, botanists, zoologists and related professionals
proofreaders and copy markers;broadMatch;other office and administrative support workers
contact centre salespersons;broadMatch;other sales workers
commercial art gallery manager;broadMatch;professional services managers not elsewhere classified
agricultural technician;broadMatch;agricultural technicians
farmers, ranchers, and other agricultural managers;broadMatch;other management occupations
laborers and material movers;broadMatch;material moving workers
cooks, short order;broadMatch;cooks
crisis helpline operator;broadMatch;social work associate professionals
user interface designer;broadMatch;web and multimedia developers
oceanographer;broadMatch;geologist
crop farm labourers;broadMatch;agricultural, forestry and fishery labourers
marketing assistant;broadMatch;marketing consultant
document management specialists;broadMatch;computer occupations, all other
other installation, maintenance, and repair occupations;broadMatch;installation, maintenance, and repair occupations
nanosystems engineers;broadMatch;engineers, all other
transport equipment painter;broadMatch;spray painters and varnishers
dairy processing operator;broadMatch;food and related products machine operators
passenger vehicle drivers;broadMatch;motor vehicle operators
models, demonstrators, and product promoters;broadMatch;other sales and related workers
teaching assistants, postsecondary;broadMatch;teaching assistants
merchandise displayers and window trimmers;broadMatch;designers
keyboard operators;broadMatch;general and keyboard clerks
contact tracing agent;broadMatch;client information workers not elsewhere classified
tax advisor;broadMatch;accountant
fiberglass laminators and fabricators;broadMatch;assemblers and fabricators
electrical power distributor;broadMatch;power production plant operator
real estate brokers;broadMatch;real estate brokers and sales agents
government licensing officials;broadMatch;regulatory government associate professionals
textile shop manager;broadMatch;shop manager
nursing lecturer;broadMatch;higher education lecturer
generalist medical practitioners;broadMatch;medical doctors
aircraft cargo operations coordinator;broadMatch;transport clerks
personnel and careers professionals;broadMatch;administration professionals
cultural centre director;broadMatch;cultural facilities manager
insurance agency manager;broadMatch;financial and insurance services branch managers
printmaker;broadMatch;visual artists
twisting machine operator;broadMatch;spinning machine operator
tanning consultant;broadMatch;beauticians and related workers
finishing textile technician;broadMatch;bleaching, dyeing and fabric cleaning machine operators
bakery specialised seller;broadMatch;specialised seller
agricultural, forestry and fishery labourers;broadMatch;elementary occupations
drainage worker;broadMatch;civil engineering worker
physicists;broadMatch;astronomers and physicists
supply chain managers;broadMatch;transportation, storage, and distribution managers
fibre preparing, spinning and winding machine operators;broadMatch;textile, fur and leather products machine operators
financial broker;broadMatch;securities and finance dealers and brokers
wholesale merchant;broadMatch;trade brokers
civil engineering technicians;broadMatch;physical and engineering science technicians
property acquisitions manager;broadMatch;real estate agents and property managers
ammunition shop manager;broadMatch;shop manager
audio describer;broadMatch;announcers on radio, television and other media
inland water transport general manager;broadMatch;distribution manager
tax clerk;broadMatch;statistical, finance and insurance clerks
labor relations specialists;broadMatch;human resources workers
watches and jewellery distribution manager;broadMatch;specialised goods distribution manager
ammunition assembler;broadMatch;assemblers not elsewhere classified
ict capacity planner;broadMatch;computer network professionals
music instructor;broadMatch;higher education lecturer
geothermal power plant operator;broadMatch;power production plant operator
actuarial assistant;broadMatch;statistical, mathematical and related associate professionals
rail construction supervisor;broadMatch;construction general supervisor
construction managers;broadMatch;other management occupations
public relations manager;broadMatch;communication manager
aquaculture rearing technician;broadMatch;aquaculture workers
advertising specialist;broadMatch;advertising and marketing professionals
miscellaneous assemblers and fabricators;broadMatch;assemblers and fabricators
miscellaneous life scientists;broadMatch;life scientists
hospitalists;broadMatch;physicians, all other
fraud examiners, investigators and analysts;broadMatch;financial specialists, all other
gambling manager;broadMatch;recreational facilities manager
fruit and vegetables distribution manager;broadMatch;specialised goods distribution manager
food and beverage serving workers;broadMatch;food preparation and serving related occupations
kosher butcher;broadMatch;butcher
air crew officers;broadMatch;military officer special and tactical operations leaders
fashion model;broadMatch;fashion and other models
energy systems engineer;broadMatch;energy engineer
surgical assistants;broadMatch;miscellaneous health practitioners and technical workers
helmsman;broadMatch;ships' deck officers and pilots
general office clerks;broadMatch;general and keyboard clerks
psychologists, all other;broadMatch;psychologists
physicist;broadMatch;physicists and astronomers
import export specialist in machine tools;broadMatch;import export specialist
early years teaching assistant;broadMatch;teachers’ aides
ict auditor manager;broadMatch;software and applications developers and analysts not elsewhere classified
butchers and meat cutters;broadMatch;butchers and other meat, poultry, and fish processing workers
transportation engineers;broadMatch;civil engineers
manufacturing labourers not elsewhere classified;broadMatch;manufacturing labourers
land-based machinery supervisor;broadMatch;mobile farm and forestry plant operators
wine sommelier;broadMatch;sommelier
biological science teachers, postsecondary;broadMatch;life sciences teachers, postsecondary
database designers and administrators;broadMatch;database and network professionals
management assistant;broadMatch;administrative and executive secretaries
house builders;broadMatch;building frame and related trades workers
production, planning, and expediting clerks;broadMatch;material recording, scheduling, dispatching, and distributing workers
tufting operator;broadMatch;weaving machine operator
metal furnace operators, tenders, pourers, and casters;broadMatch;metal workers and plastic workers
metal nibbling operator;broadMatch;metal working machine tool setters and operators
packing, bottling and labelling machine operators;broadMatch;other stationary plant and machine operators
location manager;broadMatch;other artistic and cultural associate professionals
assayer;broadMatch;mining engineers, metallurgists and related professionals
chipper operator;broadMatch;wood processing plant operators
water treatment systems operator;broadMatch;incinerator and water treatment plant operators
judges, magistrates, and other judicial workers;broadMatch;lawyers, judges, and related workers
first-line supervisors of farming, fishing, and forestry workers;broadMatch;supervisors of farming, fishing, and forestry workers
belt builder;broadMatch;rubber products machine operator
construction safety manager;broadMatch;civil engineering technicians
set and exhibit designers;broadMatch;designers
retail loss prevention specialists;broadMatch;protective service workers, all other
patent engineer;broadMatch;engineering professionals not elsewhere classified
subsistence farmers, fishers, hunters and gatherers;broadMatch;skilled agricultural, forestry and fishery workers
automated cutting machine operator;broadMatch;shoemaking and related machine operators
laundry workers supervisor;broadMatch;laundry machine operators
3d modeller;broadMatch;graphic and multimedia designers
process control technicians not elsewhere classified;broadMatch;process control technicians
lathe and turning machine tool setters, operators, and tenders, metal and plastic;broadMatch;machine tool cutting setters, operators, and tenders, metal and plastic
first-line supervisors of personal service workers;broadMatch;supervisors of personal care and service workers
line installers and repairers;broadMatch;other installation, maintenance, and repair occupations
editorial assistant;broadMatch;administrative and executive secretaries
airside safety manager;broadMatch;professional services managers not elsewhere classified
automotive test driver;broadMatch;product graders and testers (excluding foods and beverages)
production potter;broadMatch;potters and related workers
handicraft workers;broadMatch;handicraft and printing workers
business and administration associate professionals;broadMatch;technicians and associate professionals
explosives engineer;broadMatch;mining engineers, metallurgists and related professionals
swimming facility attendant;broadMatch;other cleaning workers
locksmiths and safe repairers;broadMatch;miscellaneous installation, maintenance, and repair workers
lawyers and judicial law clerks;broadMatch;lawyers, judges, and related workers
aircraft maintenance engineer;broadMatch;aircraft pilots and related associate professionals
demonstrators and product promoters;broadMatch;models, demonstrators, and product promoters
information technology project managers;broadMatch;computer occupations, all other
loading and moving machine operators, underground mining;broadMatch;underground mining machine operators
enameller;broadMatch;metal finishing, plating and coating machine operators
import export manager in machinery, industrial equipment, ships and aircraft;broadMatch;import export manager
behavioural scientist;broadMatch;sociologists, anthropologists and related professionals
mixed crop and animal producers;broadMatch;market-oriented skilled agricultural workers
anthropology lecturer;broadMatch;higher education lecturer
data entry supervisor;broadMatch;office supervisors
mining, manufacturing and construction supervisors;broadMatch;science and engineering associate professionals
venue programmer;broadMatch;conference and event planners
semiconductor processor;broadMatch;electronic equipment assembler
web developer;broadMatch;web and multimedia developers
firefighters;broadMatch;firefighting and prevention workers
family planning counsellor;broadMatch;social counsellor
aircraft dispatcher;broadMatch;transport clerks
data entry and information processing workers;broadMatch;other office and administrative support workers
aircraft pilot;broadMatch;aircraft pilots and related associate professionals
mining and construction labourers;broadMatch;labourers in mining, construction, manufacturing and transport
head waiter/head waitress;broadMatch;waiter/waitress
cutters and trimmers, hand;broadMatch;cutting workers
computer science teachers, postsecondary;broadMatch;math and computer science teachers, postsecondary
drug and alcohol addiction counsellor;broadMatch;social counsellor
counter and rental clerks;broadMatch;counter and rental clerks and parts salespersons
administrative services managers;broadMatch;administrative services and facilities managers
underwater divers;broadMatch;other craft and related workers
milling and planing machine setters, operators, and tenders, metal and plastic;broadMatch;machine tool cutting setters, operators, and tenders, metal and plastic
electrical line installers and repairers;broadMatch;electrical equipment installers and repairers
gambling games designer;broadMatch;graphic and multimedia designers
industrial pharmacist;broadMatch;specialist pharmacist
arbitrators, mediators, and conciliators;broadMatch;judges, magistrates, and other judicial workers
other arts teachers;broadMatch;other teaching professionals
homeopath;broadMatch;complementary therapist
prepared meat operator;broadMatch;food and related products machine operators
self-enrichment teachers;broadMatch;other teachers and instructors
naval architect;broadMatch;mechanical engineer
volunteer manager;broadMatch;human resource managers
wholesale merchant in textile industry machinery;broadMatch;wholesale merchant
special education teachers, kindergarten;broadMatch;special education teachers
materials handler;broadMatch;freight handlers
automotive engineering technicians;broadMatch;mechanical engineering technologists and technicians
electronics engineers, except computer;broadMatch;electrical and electronics engineers
secondary school teaching assistant;broadMatch;teachers’ aides
secretaries and administrative assistants;broadMatch;office and administrative support occupations
helpers--painters, paperhangers, plasterers, and stucco masons;broadMatch;helpers, construction trades
casting machine operator;broadMatch;metal processing plant operators
computer hardware repair technician;broadMatch;information and communications technology installers and servicers
brigadier;broadMatch;commissioned armed forces officers
dental hygienist;broadMatch;dental assistants and therapists
waiters and bartenders;broadMatch;personal service workers
ground steward/ground stewardess;broadMatch;travel consultants and clerks
brokerage firm director;broadMatch;financial and insurance services branch managers
music and video shop manager;broadMatch;shop manager
embroidery machine operator;broadMatch;sewing machine operator
roofers;broadMatch;construction trades workers
beauty salon attendant;broadMatch;beauticians and related workers
boat rigger;broadMatch;rigger
fire inspectors and investigators;broadMatch;fire inspectors
stunt performer;broadMatch;other artistic and cultural associate professionals
zoo registrar;broadMatch;archivists and curators
cartographers and photogrammetrists;broadMatch;surveyors, cartographers, and photogrammetrists
renewable energy sales representative;broadMatch;commercial sales representative
ict business analyst;broadMatch;systems analysts
trade development officer;broadMatch;policy administration professionals
lasting machine operator;broadMatch;footwear production machine operator
sound mastering engineer;broadMatch;audio-visual technician
financial analysts;broadMatch;finance professionals
digital prototyper;broadMatch;garment and related pattern-makers and cutters
wholesale merchant in watches and jewellery;broadMatch;wholesale merchant
leather production manager;broadMatch;industrial production manager
airport director;broadMatch;supply, distribution and related managers
immigration policy officer;broadMatch;policy officer
competition policy officer;broadMatch;policy officer
construction manager;broadMatch;construction managers
container equipment assembly supervisor;broadMatch;industrial assembly supervisor
doorman/doorwoman;broadMatch;messengers, package deliverers and luggage porters
monitoring and evaluation officer;broadMatch;policy administration professionals
miscellaneous production workers;broadMatch;other production occupations
anthropology and archeology teachers, postsecondary;broadMatch;social sciences teachers, postsecondary
seismologist;broadMatch;geologist
herbal therapist;broadMatch;traditional and complementary medicine associate professionals
forge equipment technician;broadMatch;agricultural and industrial machinery mechanics and repairers
science and engineering associate professionals;broadMatch;technicians and associate professionals
pulp grader;broadMatch;product grader
insulating tube winder;broadMatch;plastic products machine operators
metallurgist;broadMatch;mining engineers, metallurgists and related professionals
bakers, pastry-cooks and confectionery makers;broadMatch;food processing and related trades workers
orthoptist;broadMatch;optometrists and ophthalmic opticians
advertising sales agents;broadMatch;sales representatives, services
healthcare diagnosing or treating practitioners;broadMatch;healthcare practitioners and technical occupations
geographic information systems specialist;broadMatch;cartographers and surveyors
contact centre supervisor;broadMatch;office supervisors
cleaning, washing, and metal pickling equipment operators and tenders;broadMatch;miscellaneous production workers
extruding, forming, pressing, and compacting machine setters, operators, and tenders;broadMatch;other production occupations
carpenters and joiners;broadMatch;building frame and related trades workers
oil rig motorhand;broadMatch;well drillers and borers and related workers
lyricist;broadMatch;writer
crane technician;broadMatch;agricultural and industrial machinery mechanics and repairers
food production operator;broadMatch;food and related products machine operators
health care assistants;broadMatch;personal care workers in health services
animal control workers;broadMatch;other protective service workers
residential home adult care worker;broadMatch;social care worker
hotel porter;broadMatch;messengers, package deliverers and luggage porters
media technical directors/managers;broadMatch;producers and directors
