head;relation;tail
mass;narrowmatch;rapidly enlarging mass
abnormal tissue present;narrowmatch;stromal change
stromal change;narrowmatch;desmoplastic stroma formation
stromal change;narrowmatch;fibromyxoid stroma formation
stromal change;narrowmatch;hyalinized stroma formation
stromal change;narrowmatch;mucoid stroma formation
myxoid changes present;narrowmatch;myxoid stroma formation
stromal change;narrowmatch;myxoid stroma formation
abnormal bone marrow test result;narrowmatch;ring sideroblasts present
morphologic finding;narrowmatch;bead-like arrangement of elastic fibers
morphologic finding;narrowmatch;pseudoangiomatoid space formation
calcification;narrowmatch;dystrophic calcification
morphologic finding;narrowmatch;red blood cells extravasation
deposit;narrowmatch;hemosiderin deposition
atypia;narrowmatch;nuclear atypia
morphologic finding;narrowmatch;metaplastic bone formation
stromal change;narrowmatch;edematous stroma formation
morphologic finding;narrowmatch;russell body
crystal formation;narrowmatch;reinke crystals formation
malignant neoplasm;narrowmatch;malignant neoplasm by grade
anemia;narrowmatch;sideroblastic anemia
polyneuropathy;narrowmatch;chronic polyneuropathy
infectious disorder by site;narrowmatch;abdominal and gastrointestinal infection
non-neoplastic dental disorder;narrowmatch;dental and periodontal infection
infectious disorder by site;narrowmatch;dental and periodontal infection
malignant neoplasm by grade;narrowmatch;high grade malignant neoplasm
lesion by morphology;narrowmatch;non-invasive lesion
morphologic finding;narrowmatch;nuclear inclusion
cellular infiltrate;narrowmatch;diffuse cellular infiltrate
morphologic finding;narrowmatch;starry sky pattern
morphologic finding;narrowmatch;call exner bodies present
morphologic finding;narrowmatch;verocay bodies present
nuclear inclusion;narrowmatch;dutcher body
nuclear inclusion;narrowmatch;ground glass nuclear inclusion
trichomonas infection;narrowmatch;trichomonas prostatitis
prostatic infection;narrowmatch;trichomonas prostatitis
prostatitis;narrowmatch;trichomonas prostatitis
endophthalmitis;narrowmatch;parasitic endophthalmitis
filariasis;narrowmatch;mansonella ozzardi infection
parasitic infection;narrowmatch;filariasis
fibrous dysplasia;narrowmatch;polyostotic fibrous dysplasia
bone tumor of undefined neoplastic nature;narrowmatch;fibrous dysplasia
non-autoimmune hemolytic anemia;narrowmatch;favism
pneumonitis;narrowmatch;farmer's lung
strabismus;narrowmatch;divergent strabismus
sinusitis;narrowmatch;ethmoidal sinusitis
strabismus;narrowmatch;internal strabismus
bacterial infection;narrowmatch;escherichia coli infection
rare non-neoplastic disorder;narrowmatch;erythromelalgia
abnormal bone marrow test result;narrowmatch;erythroid hyperplasia
dermatosis;narrowmatch;erythematosquamous dermatosis
keratoconjunctivitis;narrowmatch;epidemic keratoconjunctivitis
non-neoplastic soft tissue disorder;narrowmatch;epicondylitis
pain;narrowmatch;flank pain
congenital or acquired anatomic abnormality;narrowmatch;flat foot
congenital heart disease;narrowmatch;patent foramen ovale
glaucoma;narrowmatch;open angle glaucoma
metabolic disorder;narrowmatch;gout
arthritis;narrowmatch;gout
glucose metabolism disorder;narrowmatch;glucose intolerance
glomerulonephritis;narrowmatch;membranous glomerulonephritis
glomerulonephritis;narrowmatch;membranoproliferative glomerulonephritis
glomerulonephritis;narrowmatch;iga nephropathy
bacterial infection;narrowmatch;glanders
syndrome;narrowmatch;frohlich syndrome
gingivitis;narrowmatch;necrotizing ulcerative gingivitis
non-neoplastic oral cavity disorder;narrowmatch;gingivitis
digestive system infection;narrowmatch;gastroenteritis
biliary system disorder;narrowmatch;gallbladder disorder
skin infection;narrowmatch;furunculosis
sinusitis;narrowmatch;frontal sinusitis
pediatric psychiatric disorder;narrowmatch;enuresis
parasitic infection;narrowmatch;parasitic endophthalmitis
congenital lens disorder;narrowmatch;congenital aphakia
intraocular infection;narrowmatch;endophthalmitis
ectopia lentis;narrowmatch;congenital ectopic lens
vulvar non-neoplastic disorder;narrowmatch;vulvar dystrophy
dystonia;narrowmatch;idiopathic torsion dystonia
movement disorder;narrowmatch;dystonia
mood disorder;narrowmatch;dysthymic disorder
non-neoplastic bone disorder;narrowmatch;dysostosis
infectious colitis;narrowmatch;amebic colitis
non-neoplastic skin disorder;narrowmatch;skin pigmentation disorder
syndrome;narrowmatch;dry eye syndrome
non-neoplastic eye disorder;narrowmatch;dry eye syndrome
meningeal cyst;narrowmatch;arachnoid cyst
body substance discharge;narrowmatch;fluid discharge
upper aerodigestive tract infection;narrowmatch;nasopharyngeal diphtheria
head and neck infection;narrowmatch;nasopharyngeal diphtheria
upper aerodigestive tract infection;narrowmatch;laryngeal diphtheria
congenital lens disorder;narrowmatch;congenital ectopic lens
congenital abnormality;narrowmatch;ectromelia
rare non-neoplastic disorder;narrowmatch;ectromelia
encephalomyelitis;narrowmatch;acute disseminated encephalomyelitis
non-neoplastic heart disorder;narrowmatch;endomyocardial fibrosis
endocarditis;narrowmatch;subacute bacterial endocarditis
non-neoplastic heart disorder;narrowmatch;endocarditis
arteritis;narrowmatch;endarteritis
central nervous system infectious disorder;narrowmatch;encephalomyelitis
viral encephalitis;narrowmatch;tick-borne viral encephalitis
mosquito-borne viral encephalitis;narrowmatch;japanese b encephalitis
syndrome;narrowmatch;ehlers-danlos syndrome
viral encephalitis;narrowmatch;epidemic encephalitis
empyema;narrowmatch;tuberculous empyema
tuberculosis;narrowmatch;tuberculous empyema
bacterial infection;narrowmatch;empyema
pulmonary emphysema;narrowmatch;pulmonary interstitial emphysema
col1a1 associated connective tissue disorder;narrowmatch;ehlers-danlos syndrome
genetic disorder;narrowmatch;granular corneal dystrophy
corneal dystrophy;narrowmatch;granular corneal dystrophy
arteritis;narrowmatch;granulomatous arteritis
bacterial infection;narrowmatch;hemophilus infection
cystic kidney disease;narrowmatch;medullary sponge kidney
non-neoplastic kidney disorder;narrowmatch;cystic kidney disease
acute renal failure;narrowmatch;acute tubular necrosis
keratoderma;narrowmatch;palmoplantar keratoderma
keratoderma;narrowmatch;acquired keratoderma
non-neoplastic skin disorder;narrowmatch;keratoderma
non-neoplastic eye disorder;narrowmatch;keratoconjunctivitis
corneal infection;narrowmatch;dendritic keratitis
syndrome;narrowmatch;dubin-johnson syndrome
cardiovascular system finding;narrowmatch;ischemia
uveal disorder;narrowmatch;iris disorder
anterior uveitis;narrowmatch;iridocyclitis
abscess;narrowmatch;intracranial abscess
non-neoplastic intestinal disorder;narrowmatch;intestinal pseudo-obstruction
malabsorption syndrome;narrowmatch;intestinal disaccharidase deficiency and disaccharide malabsorption
endocrine syndrome;narrowmatch;klinefelter syndrome
parasitic infection;narrowmatch;visceral larva migrans
syndrome;narrowmatch;laurence-moon syndrome
cutaneous leishmaniasis;narrowmatch;asian desert cutaneous leishmaniasis
lichen planus;narrowmatch;atrophic lichen planus
hematopoietic and lymphoid neoplasm (antiquated);narrowmatch;chronic monocytic leukemia
arterial occlusion;narrowmatch;leriche syndrome
syndrome;narrowmatch;leriche syndrome
lens disorder;narrowmatch;lens subluxation
leishmaniasis;narrowmatch;kala-azar
reactive vascular proliferation;narrowmatch;bacillary angiomatosis
genetic disorder;narrowmatch;laurence-moon syndrome
cutaneous leishmaniasis;narrowmatch;american cutaneous leishmaniasis
skin infection;narrowmatch;cutaneous leishmaniasis
leishmaniasis;narrowmatch;cutaneous leishmaniasis
parasitic infection;narrowmatch;leishmaniasis
rare non-neoplastic disorder;narrowmatch;perthes disease
bone necrosis;narrowmatch;perthes disease
psychiatric disorder;narrowmatch;impulse-control disorder
non-neoplastic hair disorder;narrowmatch;hypotrichosis
congenital combined immunodeficiency;narrowmatch;severe combined immunodeficiency
ectromelia;narrowmatch;hemimelia
congenital or acquired anatomic abnormality;narrowmatch;hernia
alcoholic liver disease;narrowmatch;alcoholic hepatitis
hepatitis;narrowmatch;alcoholic hepatitis
dengue fever;narrowmatch;dengue hemorrhagic fever
viral hemorrhagic fever;narrowmatch;congo-crimean hemorrhagic fever
hemoglobinopathy;narrowmatch;hemoglobin c disease
exostosis;narrowmatch;heberden's node
hernia;narrowmatch;inguinal hernia
hearing loss;narrowmatch;noise induced hearing loss
hearing loss;narrowmatch;central hearing loss
neurological signs and symptoms;narrowmatch;headache
congenital or acquired anatomic abnormality;narrowmatch;hallux valgus
drug dependence;narrowmatch;hallucinogen dependence
skin disorder;narrowmatch;hair disorder
hernia;narrowmatch;diaphragmatic hernia
drug dependence;narrowmatch;heroin dependence
strabismus;narrowmatch;hypertropia
hyperlipoproteinemia;narrowmatch;hyperlipoproteinemia type ii
congenital abnormality;narrowmatch;hypertelorism
hematopoietic system finding;narrowmatch;hypersplenism
hyperostosis;narrowmatch;hyperostosis of skull
non-neoplastic bone disorder;narrowmatch;hyperostosis
metabolic disorder;narrowmatch;hyperlipoproteinemia
abnormal blood chemistry and hematology test result;narrowmatch;hypergammaglobulinemia
non-neoplastic intestinal disorder;narrowmatch;hirschsprung disease
non-neoplastic oral cavity disorder;narrowmatch;cold sore
non-neoplastic skin disorder;narrowmatch;granuloma annulare
herpes;narrowmatch;herpetic vulvovaginitis
genitourinary system infection;narrowmatch;herpetic vulvovaginitis
vulvovaginitis;narrowmatch;herpetic vulvovaginitis
herpes zoster dermatitis;narrowmatch;herpes zoster dermatitis of eyelid
viral infection;narrowmatch;cold sore
head and neck infection;narrowmatch;laryngeal diphtheria
head and neck infection;narrowmatch;faucial diphtheria
skin infection;narrowmatch;cutaneous diphtheria
drug dependence;narrowmatch;cannabis dependence
non-neoplastic bile duct disorder;narrowmatch;biliary atresia
nausea and vomiting;narrowmatch;vomiting
vitamin b deficiency;narrowmatch;vitamin b1 deficiency
syndrome;narrowmatch;behcet syndrome
abnormal hematology test result;narrowmatch;basophilia
syndrome;narrowmatch;basilar artery syndrome
rare non-neoplastic disorder;narrowmatch;bartter syndrome
syndrome;narrowmatch;bartter syndrome
syndrome;narrowmatch;cervicocranial syndrome
pneumoconiosis;narrowmatch;baritosis
non-neoplastic laryngeal disorder;narrowmatch;voice disorder
extrinsic allergic alveolitis;narrowmatch;bagassosis
aseptic necrosis of bone;narrowmatch;aseptic necrosis of head and neck of femur
non-neoplastic cardiovascular disorder;narrowmatch;arteriosclerotic cardiovascular disease
type i hypersensitivity;narrowmatch;arthus reaction
congenital digestive system disorder;narrowmatch;biliary atresia
non-neoplastic vision disorder;narrowmatch;binocular vision disorder
mood disorder;narrowmatch;bipolar disorder
non-neoplastic bone disorder;narrowmatch;bone development disorder
mucocutaneous candidiasis;narrowmatch;chronic mucocutaneous candidiasis
injury;narrowmatch;burn
eating disorder;narrowmatch;bulimia nervosa
non-neoplastic lung disorder;narrowmatch;bronchospasm
retinal artery occlusion;narrowmatch;retinal arterial branch occlusion
hematopoietic and lymphoid system disorder;narrowmatch;bone marrow disorder
malabsorption syndrome;narrowmatch;blind loop syndrome
depression;narrowmatch;bipolar depression
non-neoplastic eye disorder;narrowmatch;blepharoconjunctivitis
blastomycosis;narrowmatch;north american blastomycosis
fungal infection;narrowmatch;blastomycosis
malaria;narrowmatch;blackwater fever
extrinsic allergic alveolitis;narrowmatch;bird fancier's lung
bipolar disorder;narrowmatch;bipolar depression
polyp;narrowmatch;vocal cord polyp
non-neoplastic laryngeal disorder;narrowmatch;vocal cord polyp
arterial disorder;narrowmatch;arteritis
smallpox;narrowmatch;alastrim
thalassemia;narrowmatch;beta thalassemia
central nervous system degenerative disorder;narrowmatch;amyotrophic lateral sclerosis
ectromelia;narrowmatch;amelia
pulmonary alveolitis;narrowmatch;extrinsic allergic alveolitis
thalassemia;narrowmatch;alpha thalassemia
wernicke-korsakoff syndrome;narrowmatch;alcohol-induced wernicke-korsakoff's syndrome
phobia;narrowmatch;agoraphobia
hemolytic anemia;narrowmatch;acquired hemolytic anemia
congenital adrenal gland disorder;narrowmatch;congenital adrenal hyperplasia
pelvic inflammatory disease;narrowmatch;adnexitis
rare non-neoplastic disorder;narrowmatch;holmes-adie syndrome
syndrome;narrowmatch;holmes-adie syndrome
ischemic bowel disease;narrowmatch;acute intestinal ischemia
pharyngitis;narrowmatch;acute pharyngitis
normocytic anemia;narrowmatch;hemolytic anemia
immune hemolytic anemia;narrowmatch;autoimmune hemolytic anemia
vasculitis;narrowmatch;arteritis
infectious disorder;narrowmatch;viral infection
arterial disorder;narrowmatch;arteriosclerosis
viral infection;narrowmatch;arthropod-borne viral infection
lens disorder;narrowmatch;aphakia
arterial disorder;narrowmatch;aortic arch syndrome
syndrome;narrowmatch;aortic arch syndrome
pneumoconiosis;narrowmatch;anthracosis
pneumoconiosis;narrowmatch;anthracosilicosis
hemolytic anemia;narrowmatch;hereditary hemolytic anemia
eating disorder;narrowmatch;anorexia nervosa
hemoglobinopathy;narrowmatch;sickle cell disease
macrocytic anemia;narrowmatch;megaloblastic anemia
anemia;narrowmatch;macrocytic anemia
anemia;narrowmatch;hypochromic anemia
congenital anemia;narrowmatch;hereditary hemolytic anemia
chronic candidiasis;narrowmatch;chronic mucocutaneous candidiasis
syndrome;narrowmatch;capgras syndrome
pseudomembranous conjunctivitis;narrowmatch;pseudomembranous diphtheritic conjunctivitis
cardiomyopathy;narrowmatch;hypertrophic cardiomyopathy
vascular dementia;narrowmatch;multi-infarct dementia
lacrimal system disorder;narrowmatch;dacryocystitis
parasitic infection;narrowmatch;cysticercosis
cutaneous precancerous condition;narrowmatch;xeroderma pigmentosum
dna repair disorder;narrowmatch;xeroderma pigmentosum
syndrome;narrowmatch;cri du chat syndrome
non-neoplastic corneal disorder;narrowmatch;corneal dystrophy
corneal dystrophy;narrowmatch;hereditary corneal dystrophy
endocrine syndrome;narrowmatch;conn syndrome
infectious conjunctivitis;narrowmatch;viral conjunctivitis
chronic conjunctivitis;narrowmatch;vernal conjunctivitis
papillary conjunctivitis;narrowmatch;giant papillary conjunctivitis
conjunctivitis;narrowmatch;atopic conjunctivitis
acute conjunctivitis;narrowmatch;acute hemorrhagic conjunctivitis
non-neoplastic conjunctival disorder;narrowmatch;conjunctivitis
dementia;narrowmatch;vascular dementia
demyelinating disorder;narrowmatch;demyelinating disorder of central nervous system
central nervous system degenerative disorder;narrowmatch;demyelinating disorder
diabetes mellitus;narrowmatch;lipoatrophic diabetes mellitus
diphtheria;narrowmatch;anterior nasal diphtheria
bacterial infection;narrowmatch;diphtheria
parasitic infection;narrowmatch;dipetalonemiasis
diabetic eye disease;narrowmatch;diabetic retinopathy
retinopathy;narrowmatch;diabetic retinopathy
retinal vascular disorder;narrowmatch;diabetic retinopathy
dermatophytosis;narrowmatch;dermatophytosis of scalp and beard
viral infection;narrowmatch;dengue fever
dermatophytosis;narrowmatch;dermatophytosis of groin and perianal area
depression;narrowmatch;endogenous depression
dental disorder;narrowmatch;dental pulp disorder
neoplastic syndrome;narrowmatch;zollinger ellison syndrome
endocrine syndrome;narrowmatch;zollinger ellison syndrome
non-neoplastic dental disorder;narrowmatch;enamel hypoplasia
rare non-neoplastic disorder;narrowmatch;xerophthalmia
non-neoplastic conjunctival disorder;narrowmatch;xerophthalmia
hydrocephalus;narrowmatch;communicating hydrocephalus
infectious disorder;narrowmatch;chlamydial infection
genetic disorder;narrowmatch;chromosome disorder
rare non-neoplastic disorder;narrowmatch;choroideremia
non-neoplastic eye disorder;narrowmatch;choroideremia
uveal disorder;narrowmatch;choroid disorder
non-neoplastic bone disorder;narrowmatch;cartilage development disorder
non-neoplastic gallbladder disorder;narrowmatch;cholecystitis
central nervous system degenerative disorder;narrowmatch;cerebral palsy
ethmoidal sinusitis;narrowmatch;chronic ethmoidal sinusitis
thrombocytopenic purpura;narrowmatch;idiopathic thrombocytopenic purpura
atherosclerosis;narrowmatch;cerebral atherosclerosis
retinal artery occlusion;narrowmatch;central retinal artery occlusion
cauda equina syndrome;narrowmatch;cauda equina syndrome with neurogenic bladder
syndrome;narrowmatch;carpal tunnel syndrome
weight change;narrowmatch;weight loss
eosinophilic pneumonia;narrowmatch;chronic eosinophilic pneumonia
chronic sinusitis;narrowmatch;chronic ethmoidal sinusitis
nasopharyngitis;narrowmatch;acute nasopharyngitis
chronic sinusitis;narrowmatch;chronic sphenoidal sinusitis
acute pharyngitis;narrowmatch;acute nasopharyngitis
protozoal infection;narrowmatch;coccidiosis
drug dependence;narrowmatch;cocaine dependence
fibrosis;narrowmatch;scar
ascites;narrowmatch;chylous ascites
syndrome;narrowmatch;churg-strauss syndrome
sphenoidal sinusitis;narrowmatch;chronic sphenoidal sinusitis
frontal sinusitis;narrowmatch;chronic frontal sinusitis
rhinitis;narrowmatch;chronic rhinitis
non-neoplastic heart disorder;narrowmatch;cor pulmonale
chronic sinusitis;narrowmatch;chronic maxillary sinusitis
maxillary sinusitis;narrowmatch;chronic maxillary sinusitis
gingivitis;narrowmatch;chronic gingivitis
chronic sinusitis;narrowmatch;chronic frontal sinusitis
lichen planus;narrowmatch;bullous lichen planus
lichen planus;narrowmatch;hypertrophic lichen planus
cerebral palsy;narrowmatch;spastic diplegia
hemoglobinopathy;narrowmatch;thalassemia
bacterial infection;narrowmatch;staphylococcal infection
staphylococcal infection;narrowmatch;staphylococcal food poisoning
non-neoplastic bone disorder;narrowmatch;spondylolysis
non-neoplastic bone disorder;narrowmatch;spondylolisthesis
rupture;narrowmatch;splenic rupture
sinusitis;narrowmatch;sphenoidal sinusitis
parasitic infection;narrowmatch;sparganosis
hypertensive crisis;narrowmatch;hypertensive encephalopathy
encephalopathy;narrowmatch;hypertensive encephalopathy
behavioral disorder;narrowmatch;socialized conduct disorder
psychiatric disorder;narrowmatch;socialized conduct disorder
viral infection;narrowmatch;smallpox
infectious disorder by site;narrowmatch;skin infection
non-neoplastic skin disorder;narrowmatch;skin infection
head and neck infection;narrowmatch;sinusitis
stomatitis;narrowmatch;ulcerative stomatitis
uterine disorder;narrowmatch;endometrial disorder
non-neoplastic vision disorder;narrowmatch;strabismus
latent infection;narrowmatch;latent syphilis
syndrome;narrowmatch;temporomandibular joint dysfunction syndrome
granulomatous arteritis;narrowmatch;temporal arteritis
arteritis;narrowmatch;takayasu arteritis
arrhythmia;narrowmatch;supraventricular tachycardia
adrenal gland hyperplasia;narrowmatch;adrenal cortical hyperplasia
neurosyphilis;narrowmatch;tabes dorsalis
syphilis;narrowmatch;latent syphilis
non-neoplastic bladder disorder;narrowmatch;female stress incontinence
treponemal infection;narrowmatch;syphilis
dermatitis;narrowmatch;granulomatous dermatitis
behavioral disorder;narrowmatch;substance withdrawal syndrome
syndrome;narrowmatch;substance withdrawal syndrome
syndrome;narrowmatch;subclavian steal syndrome
language disorder;narrowmatch;stutter
non-neoplastic paranasal sinus disorder;narrowmatch;sinusitis
goiter;narrowmatch;endemic goiter
pediatric psychiatric disorder;narrowmatch;separation anxiety disorder
retinopathy;narrowmatch;retinopathy of prematurity
non-neoplastic nasal cavity disorder;narrowmatch;rhinophyma
rhinitis;narrowmatch;vasomotor rhinitis
non-neoplastic nasal cavity disorder;narrowmatch;rhinitis
rheumatic heart disease;narrowmatch;acute rheumatic heart disease
bacterial infection;narrowmatch;rheumatic fever
syndrome;narrowmatch;reye syndrome
retinal vascular occlusion;narrowmatch;retinal vein occlusion
rubella infection;narrowmatch;congenital rubella
retinal vascular disorder;narrowmatch;retinal vascular occlusion
non-neoplastic retinal disorder;narrowmatch;retinal vascular occlusion
non-neoplastic retinal disorder;narrowmatch;retinal degeneration
arterial occlusion;narrowmatch;retinal artery occlusion
retinal vascular occlusion;narrowmatch;retinal artery occlusion
rickettsiosis;narrowmatch;tick-borne relapsing fever
bacterial infection;narrowmatch;rickettsiosis
autoimmune disease;narrowmatch;sarcoidosis
acquired cataract;narrowmatch;senile cataract
schistosomiasis;narrowmatch;schistosoma japonicum infection
vitamin deficiency disorder;narrowmatch;vitamin c deficiency
peripheral neuropathy;narrowmatch;peripheral sensory neuropathy
non-neoplastic soft tissue disorder;narrowmatch;sclerema neonatorum
syndrome;narrowmatch;schwartz-jampel syndrome
schizophrenia;narrowmatch;paranoid type schizophrenia
schistosomiasis;narrowmatch;schistosoma mansoni infection
parasitic infection;narrowmatch;schistosomiasis
non-neoplastic skin disorder;narrowmatch;cutaneous sarcoidosis
peripheral neuropathy;narrowmatch;peripheral motor neuropathy
juvenile osteochondrosis;narrowmatch;juvenile osteochondrosis of spine
skin infection;narrowmatch;scabies
chronic lung disorder;narrowmatch;pulmonary sarcoidosis
sarcoidosis;narrowmatch;pulmonary sarcoidosis
sarcoidosis;narrowmatch;cutaneous sarcoidosis
cataract;narrowmatch;tetanic cataract
immune system and related disorders;narrowmatch;immune system disorder
prolapse;narrowmatch;rectal prolapse
peripheral vascular disorder;narrowmatch;buerger disease
abnormal hematology test result;narrowmatch;monocytosis
non-neoplastic intestinal disorder;narrowmatch;appendicitis
body temperature associated symptom;narrowmatch;chills
anemia;narrowmatch;normocytic anemia
anemia;narrowmatch;microcytic anemia
retinopathy;narrowmatch;hypertensive retinopathy
syndrome;narrowmatch;alagille syndrome
non-neoplastic vascular disorder;narrowmatch;peripheral vascular disorder
rare non-neoplastic disorder;narrowmatch;wolfram syndrome
syndrome;narrowmatch;wolfram syndrome
pre-excitation syndrome;narrowmatch;wolff-parkinson-white syndrome
female non-neoplastic reproductive system disorder;narrowmatch;vulvovaginitis
non-neoplastic soft tissue disorder;narrowmatch;volkmann's ischemic contracture
vitamin deficiency disorder;narrowmatch;vitamin b deficiency
disorder by site;narrowmatch;vision disorder
non-neoplastic breast disorder;narrowmatch;galactocele
pneumonitis;narrowmatch;eosinophilic pneumonia
sinusitis;narrowmatch;chronic sinusitis
abnormal bone marrow test result;narrowmatch;megakaryocytes increased in bone marrow
aphakia;narrowmatch;congenital aphakia
hyperthyroidism;narrowmatch;toxic nodular goiter
goiter;narrowmatch;toxic nodular goiter
ocular vascular disorder;narrowmatch;retinal vascular disorder
retinal disorder;narrowmatch;retinal vascular disorder
female reproductive system disorder;narrowmatch;pregnancy disorder
abnormal hematology test result;narrowmatch;neutrophilia
cholecystitis;narrowmatch;acute cholecystitis
non-neoplastic skin disorder;narrowmatch;skin atrophy
fluid discharge;narrowmatch;nipple discharge
mass;narrowmatch;neck mass
mass;narrowmatch;pulmonary mass
mass;narrowmatch;adnexal mass
gallbladder infection;narrowmatch;acute cholecystitis
hepatic infection;narrowmatch;viral hepatitis
hepatitis;narrowmatch;viral hepatitis
arterial occlusion;narrowmatch;vertebral artery syndrome
respiratory system disorder;narrowmatch;tracheal disorder
tropical disease;narrowmatch;rhodesian trypanosomiasis
tropical disease;narrowmatch;gambian trypanosomiasis
vaginal infection;narrowmatch;trichomonas vaginitis
trichomonas infection;narrowmatch;trichomonas vaginitis
myositis ossificans;narrowmatch;traumatic myositis ossificans
fistula;narrowmatch;tracheoesophageal fistula
syndrome;narrowmatch;tourette syndrome
tuberculosis;narrowmatch;pott disease
movement disorder;narrowmatch;tourette syndrome
oral cavity disorder;narrowmatch;dental disorder
non-neoplastic oral cavity disorder;narrowmatch;hairy tongue
skin infection;narrowmatch;deep seated dermatophytosis
skin infection;narrowmatch;favus
thyroiditis;narrowmatch;subacute thyroiditis
tuberculosis;narrowmatch;miliary tuberculosis
pulmonary tuberculosis;narrowmatch;tuberculous fibrosis of lung
syndrome;narrowmatch;vertebral artery syndrome
uveitis;narrowmatch;posterior uveitis
viral hemorrhagic fever;narrowmatch;venezuelan equine fever
cutaneous vasculitis;narrowmatch;allergic cutaneous angiitis
cardiovascular disorder;narrowmatch;vascular disorder
ocular vascular disorder;narrowmatch;conjunctival vascular disorder
conjunctival disorder;narrowmatch;conjunctival vascular disorder
cardiovascular system finding;narrowmatch;varicose vein
uveitis;narrowmatch;intermediate uveitis
bacterial infection;narrowmatch;typhoid fever
uveitis;narrowmatch;anterior uveitis
congenital systemic disorder;narrowmatch;congenital genitourinary abnormality
pediatric disorder;narrowmatch;perinatal disorder
depression;narrowmatch;unipolar depression
pediatric psychiatric disorder;narrowmatch;attention deficit disorder
leukoplakia;narrowmatch;genital leukoplakia
non-neoplastic hematologic and lymphocytic disorder;narrowmatch;pure red cell aplasia
zoonotic bacterial infection;narrowmatch;rat-bite fever
cirrhosis;narrowmatch;alcoholic cirrhosis
oral cavity and lip precancerous condition;narrowmatch;oral cavity submucous fibrosis
syndrome;narrowmatch;alport syndrome
bone necrosis;narrowmatch;avascular necrosis of bone
non-neoplastic skin disorder;narrowmatch;necrobiosis lipoidica
non-neoplastic breast disorder;narrowmatch;breast adenosis
parasitic infection;narrowmatch;necatoriasis
nasopharyngeal disorder;narrowmatch;nasopharyngitis
pharyngitis;narrowmatch;nasopharyngitis
uterine cervix cyst;narrowmatch;nabothian cyst
hypothyroidism;narrowmatch;myxedema
myotonic dystrophy;narrowmatch;myotonic cataract
cataract;narrowmatch;myotonic cataract
myocardial disorder;narrowmatch;myocarditis
myocardial disorder;narrowmatch;cardiomyopathy
vasculitis;narrowmatch;kawasaki disease
viral encephalitis;narrowmatch;mosquito-borne viral encephalitis
non-neoplastic kidney disorder;narrowmatch;nephropathy
glomerulonephritis;narrowmatch;minimal change glomerulonephritis
non-neoplastic kidney disorder;narrowmatch;nephrotic syndrome
syndrome;narrowmatch;noonan syndrome
non-neoplastic eye disorder;narrowmatch;optic atrophy
eye infection;narrowmatch;ocular onchocerciasis
onchocerciasis;narrowmatch;ocular onchocerciasis
parasitic infection;narrowmatch;onchocerciasis
dermatitis;narrowmatch;occupational dermatitis
scabies;narrowmatch;norwegian scabies
acquired hemolytic anemia;narrowmatch;non-autoimmune hemolytic anemia
syndrome;narrowmatch;nephrotic syndrome
rare non-neoplastic disorder;narrowmatch;gangrenous stomatitis
ulcerative stomatitis;narrowmatch;gangrenous stomatitis
blindness;narrowmatch;night blindness
viral infection;narrowmatch;newcastle disease
anxiety disorder;narrowmatch;neurosis
non-neoplastic central nervous system disorder;narrowmatch;neuronitis
syndrome;narrowmatch;miliaria
autoimmune disease;narrowmatch;mikulicz disease
reproductive system hemorrhage;narrowmatch;metrorrhagia
hemophagocytic syndrome;narrowmatch;hemophagocytic lymphohistiocytosis
malaria;narrowmatch;falciparum malaria
parasitic infection;narrowmatch;malaria
non-neoplastic retinal disorder;narrowmatch;macular hole
macular edema;narrowmatch;cystoid macular edema
corneal dystrophy;narrowmatch;macular corneal dystrophy
rare non-neoplastic disorder;narrowmatch;hemophagocytic lymphohistiocytosis
infectious disorder;narrowmatch;lymphangitis
malaria;narrowmatch;vivax malaria
glomerulonephritis;narrowmatch;lupus glomerulonephritis
non-neoplastic heart disorder;narrowmatch;long qt syndrome
syndrome;narrowmatch;long qt syndrome
parasitic infection;narrowmatch;loiasis
non-neoplastic liver and intrahepatic bile duct disorder;narrowmatch;alcoholic liver disease
alcoholic liver disease;narrowmatch;alcoholic cirrhosis
malaria;narrowmatch;quartan malaria
male non-neoplastic reproductive system disorder;narrowmatch;male erectile disorder
female reproductive system finding;narrowmatch;metrorrhagia
non-neoplastic intestinal disorder;narrowmatch;megacolon
non-neoplastic hematologic and lymphocytic disorder;narrowmatch;methemoglobinemia
metabolic disorder;narrowmatch;congenital metabolic disorder
ovarian non-neoplastic disorder;narrowmatch;menstrual disorder
central nervous system infectious disorder;narrowmatch;meningoencephalitis
depression;narrowmatch;melancholic depression
non-neoplastic esophageal disorder;narrowmatch;megaesophagus
sinusitis;narrowmatch;maxillary sinusitis
bipolar disorder;narrowmatch;manic bipolar affective disorder
finding;narrowmatch;mass
hereditary connective tissue disorder;narrowmatch;marfan syndrome
rare non-neoplastic disorder;narrowmatch;marfan syndrome
syndrome;narrowmatch;marfan syndrome
rare non-neoplastic disorder;narrowmatch;maple syrup urine disease
genetic disorder;narrowmatch;maple syrup urine disease
optic atrophy;narrowmatch;hereditary optic atrophy
chlamydophila psittaci infection;narrowmatch;ornithosis
bacterial infection;narrowmatch;q fever
juvenile osteochondrosis;narrowmatch;osgood-schlatter's disease
syndrome;narrowmatch;progeria
proctocolitis;narrowmatch;proctosigmoiditis
pregnancy disorder;narrowmatch;ectopic pregnancy
