head;relation;tail
nonwoven staple machine operator;exactmatch;nonwoven staple machine operator
mixed crop and animal producers;exactmatch;mixed crop and animal producers
primary school head teacher;exactmatch;primary school head teacher
campaign canvasser;exactmatch;campaign canvasser
sailor special service general (bdalg) royal navy;exactmatch;sailor special service general (bdalg) royal navy
secretary of state;exactmatch;secretary of state
inland fisherman;exactmatch;inland fisherman
travel attendants and travel stewards;exactmatch;travel attendants and travel stewards
maternity centre teacher;exactmatch;maternity centre teacher
pharmacy teacher;exactmatch;pharmacy teacher
earthmoving and related plant operators;exactmatch;earthmoving and related plant operators
slitter operator;exactmatch;slitter operator
mental healthcare team leader;exactmatch;mental healthcare team leader
web and multimedia developers;exactmatch;web and multimedia developers
public procurement specialist;exactmatch;public procurement specialist
turkish teacher (2nd grade);exactmatch;turkish teacher (2nd grade)
private detective;exactmatch;private detective
import export manager in electronic and telecommunications equipment and parts;exactmatch;import export manager in electronic and telecommunications equipment and parts
refuse vehicle driver;exactmatch;refuse vehicle driver
social medicine (community and health);exactmatch;social medicine (community and health)
history teacher (1st grade);exactmatch;history teacher (1st grade)
emergency medical dispatcher;exactmatch;emergency medical dispatcher
head of technical services;exactmatch;head of technical services
mixed farm farmers;exactmatch;mixed farm farmers
fish cook;exactmatch;fish cook
museum and gallery managers;exactmatch;museum and gallery managers
food production engineer;exactmatch;food production engineer
sports coach;exactmatch;sports coach
salesperson healthcare products and tools;exactmatch;salesperson healthcare products and tools
banqueting staff;exactmatch;banqueting staff
sectional belt mould assembler;exactmatch;sectional belt mould assembler
frisian teacher (2nd grade);exactmatch;frisian teacher (2nd grade)
salesperson handicrafts and haberdashery;exactmatch;salesperson handicrafts and haberdashery
banqueting room furnishing planner;exactmatch;banqueting room furnishing planner
leisure activities assistant;exactmatch;leisure activities assistant
metal products inspector;exactmatch;metal products inspector
paediatric intensive care nurse;exactmatch;paediatric intensive care nurse
title technician;exactmatch;title technician
manager / entrepreneur slaughterhouse;exactmatch;manager / entrepreneur slaughterhouse
jewellery and watches salesperson;exactmatch;jewellery and watches salesperson
employee landscaping (parks and gardens);exactmatch;employee landscaping (parks and gardens)
south african translator;exactmatch;south african translator
hand engraver;exactmatch;hand engraver
manager / entrepreneur furniture industry;exactmatch;manager / entrepreneur furniture industry
specialised outdoor animator;exactmatch;specialised outdoor animator
plastic door, window and frame fitter;exactmatch;plastic door, window and frame fitter
network administrator (higher level);exactmatch;network administrator (higher level)
tattooist;exactmatch;tattooist
substance misuse worker;exactmatch;substance misuse worker
import export manager in textiles and textile semi-finished and raw materials;exactmatch;import export manager in textiles and textile semi-finished and raw materials
fruit and vegetables shop manager;exactmatch;fruit and vegetables shop manager
employees fast-food restaurants and snack bars;exactmatch;employees fast-food restaurants and snack bars
wood assembly workers;exactmatch;wood assembly workers
employee catering service (luxury restaurant);exactmatch;employee catering service (luxury restaurant)
offset printer;exactmatch;offset printer
import export specialist in textiles and textile semi-finished and raw materials;exactmatch;import export specialist in textiles and textile semi-finished and raw materials
associate (senior) university lecturer in traffic and transport engineering;exactmatch;associate (senior) university lecturer in traffic and transport engineering
advertising and public relations managers;exactmatch;advertising and public relations managers
polemologist;exactmatch;polemologist
information and communication technology teacher;exactmatch;information and communication technology teacher
dairy farm assistant;exactmatch;dairy farm assistant
watch and clock repairer;exactmatch;watch and clock repairer
managers ict (management);exactmatch;managers ict (management)
human rights officer;exactmatch;human rights officer
medical assistants;exactmatch;medical assistants
construction calculator;exactmatch;construction calculator
biophysicist;exactmatch;biophysicist
resilient floor layer;exactmatch;resilient floor layer
hotel porter;exactmatch;hotel porter
billing clerk;exactmatch;billing clerk
retail checkout salesperson;exactmatch;retail checkout salesperson
managers telecom;exactmatch;managers telecom
ballet master;exactmatch;ballet master
exercise science teacher;exactmatch;exercise science teacher
insurance sales representative;exactmatch;insurance sales representative
research and development manager;exactmatch;research and development manager
user interface designer;exactmatch;user interface designer
social work associate professionals;exactmatch;social work associate professionals
sexologist;exactmatch;sexologist
business economics teacher (2nd grade);exactmatch;business economics teacher (2nd grade)
hotel caretaker;exactmatch;hotel caretaker
chief conductor;exactmatch;chief conductor
finance managers;exactmatch;finance managers
cellar operator;exactmatch;cellar operator
event scaffolder;exactmatch;event scaffolder
contact centre salespersons;exactmatch;contact centre salespersons
director of employers', employees' organisation;exactmatch;director of employers', employees' organisation
optomechanical engineering technician;exactmatch;optomechanical engineering technician
power distribution engineer;exactmatch;power distribution engineer
printed circuit board assembler;exactmatch;printed circuit board assembler
computer scientist;exactmatch;computer scientist
shop keepers;exactmatch;shop keepers
domestic workers (private individuals);exactmatch;domestic workers (private individuals)
intensive care nurse;exactmatch;intensive care nurse
transport conductors;exactmatch;transport conductors
fragrance chemist;exactmatch;fragrance chemist
education managers;exactmatch;education managers
house sitter;exactmatch;house sitter
manager / entrepreneur women's clothing sales;exactmatch;manager / entrepreneur women's clothing sales
broadcasting and audiovisual technicians;exactmatch;broadcasting and audiovisual technicians
book-sewing machine operator;exactmatch;book-sewing machine operator
disability support worker;exactmatch;disability support worker
retail checkout manager;exactmatch;retail checkout manager
juvenile correctional officer;exactmatch;juvenile correctional officer
conference and event organisers;exactmatch;conference and event organisers
restorer of paintings;exactmatch;restorer of paintings
electronics designer;exactmatch;electronics designer
bed and breakfast operator;exactmatch;bed and breakfast operator
social and health physician;exactmatch;social and health physician
airspace manager;exactmatch;airspace manager
web developer (higher);exactmatch;web developer (higher)
professor of agricultural sciences;exactmatch;professor of agricultural sciences
engineering professionals not elsewhere classified;exactmatch;engineering professionals not elsewhere classified
heat sealing machine operator;exactmatch;heat sealing machine operator
brush maker;exactmatch;brush maker
primary school teachers;exactmatch;primary school teachers
knitting machine operator;exactmatch;knitting machine operator
theatre programmer;exactmatch;theatre programmer
manager / entrepreneur dental laboratory;exactmatch;manager / entrepreneur dental laboratory
actuarial consultant;exactmatch;actuarial consultant
inland navigation engineer;exactmatch;inland navigation engineer
speechwriter;exactmatch;speechwriter
interpreters;exactmatch;interpreters
manager auctions;exactmatch;manager auctions
import export manager in metals and metal ores;exactmatch;import export manager in metals and metal ores
dishwashers;exactmatch;dishwashers
food processing and related trades workers;exactmatch;food processing and related trades workers
ict intelligent systems designer;exactmatch;ict intelligent systems designer
car overhaul technician;exactmatch;car overhaul technician
communication scientist;exactmatch;communication scientist
school counsellor;exactmatch;school counsellor
caravans sales specialist;exactmatch;caravans sales specialist
metal product quality control inspector;exactmatch;metal product quality control inspector
messenger;exactmatch;messenger
economics teacher (1st grade);exactmatch;economics teacher (1st grade)
insulation worker;exactmatch;insulation worker
manager of mail sorting centre;exactmatch;manager of mail sorting centre
medical device engineer;exactmatch;medical device engineer
community social worker;exactmatch;community social worker
manager / entrepreneur sport school;exactmatch;manager / entrepreneur sport school
management assistant;exactmatch;management assistant
mineral and rock processing plant operators;exactmatch;mineral and rock processing plant operators
industrial firefighter;exactmatch;industrial firefighter
dating service consultant;exactmatch;dating service consultant
plant and machine operators and assemblers;exactmatch;plant and machine operators and assemblers
production manager glass processing;exactmatch;production manager glass processing
dental assistants and therapists;exactmatch;dental assistants and therapists
court bailiff;exactmatch;court bailiff
social work practice educator;exactmatch;social work practice educator
construction manager;exactmatch;construction manager
architecture teacher;exactmatch;architecture teacher
subject teachers police, fire brigade and security;exactmatch;subject teachers police, fire brigade and security
professor of environmental sciences;exactmatch;professor of environmental sciences
railway driver training instructor;exactmatch;railway driver training instructor
tractor, agricultural and earthmoving machinery sales assistant;exactmatch;tractor, agricultural and earthmoving machinery sales assistant
mensendieck remedial therapist;exactmatch;mensendieck remedial therapist
traffic planner;exactmatch;traffic planner
traffic simulator instructor;exactmatch;traffic simulator instructor
product manager;exactmatch;product manager
financial analyst;exactmatch;financial analyst
representative for technical products;exactmatch;representative for technical products
managers manufacturing-fine metal;exactmatch;managers manufacturing-fine metal
mine surveying technician;exactmatch;mine surveying technician
communication manager;exactmatch;communication manager
concrete placers, concrete finishers and related workers;exactmatch;concrete placers, concrete finishers and related workers
carers ig;exactmatch;carers ig
grader operator;exactmatch;grader operator
handyman;exactmatch;handyman
aeronautical information service officer;exactmatch;aeronautical information service officer
concrete steel processor;exactmatch;concrete steel processor
ict system tester;exactmatch;ict system tester
footwear 3d developer;exactmatch;footwear 3d developer
trawler skipper;exactmatch;trawler skipper
audiovisual technicians;exactmatch;audiovisual technicians
forecast manager;exactmatch;forecast manager
textile teacher (1st grade);exactmatch;textile teacher (1st grade)
carpet weaver;exactmatch;carpet weaver
ent specialist;exactmatch;ent specialist
wholesale merchant in fish, crustaceans and molluscs;exactmatch;wholesale merchant in fish, crustaceans and molluscs
car dismantling technician;exactmatch;car dismantling technician
brewmaster;exactmatch;brewmaster
road construction worker;exactmatch;road construction worker
piano maker;exactmatch;piano maker
manager / entrepreneur gun sales;exactmatch;manager / entrepreneur gun sales
librarians and related information professionals;exactmatch;librarians and related information professionals
interior planter;exactmatch;interior planter
project manager woodworking industry;exactmatch;project manager woodworking industry
consumer electronics repair technician;exactmatch;consumer electronics repair technician
haptotherapist;exactmatch;haptotherapist
special forces officer;exactmatch;special forces officer
supervisory director of nv, bv;exactmatch;supervisory director of nv, bv
dry cleaning/laundry assistant;exactmatch;dry cleaning/laundry assistant
electrical engineering technicians;exactmatch;electrical engineering technicians
professor of planning;exactmatch;professor of planning
foam rubber mixer;exactmatch;foam rubber mixer
electrolytic cell maker;exactmatch;electrolytic cell maker
slate mixer;exactmatch;slate mixer
electricity mains mechanic;exactmatch;electricity mains mechanic
professor of naval architecture;exactmatch;professor of naval architecture
teacher hospitality, bakery and recreation (hbr);exactmatch;teacher hospitality, bakery and recreation (hbr)
managers organisational consultancy and projects;exactmatch;managers organisational consultancy and projects
chemistry teacher (2nd grade);exactmatch;chemistry teacher (2nd grade)
personal trust officer;exactmatch;personal trust officer
government social benefits officials;exactmatch;government social benefits officials
magazine editor;exactmatch;magazine editor
physics and chemistry teacher (second grade);exactmatch;physics and chemistry teacher (second grade)
meat and meat products distribution manager;exactmatch;meat and meat products distribution manager
translator new greek;exactmatch;translator new greek
commodity broker;exactmatch;commodity broker
newspaper and advertisement carriers;exactmatch;newspaper and advertisement carriers
industrial designer (conceptual);exactmatch;industrial designer (conceptual)
retoucher;exactmatch;retoucher
pipeline environmental project manager;exactmatch;pipeline environmental project manager
television broadcast technician;exactmatch;television broadcast technician
(bio)medical technologists;exactmatch;(bio)medical technologists
net knotter;exactmatch;net knotter
laundry/dry cleaning managers;exactmatch;laundry/dry cleaning managers
slavic language interpreter;exactmatch;slavic language interpreter
shoe and leather accessories specialised seller;exactmatch;shoe and leather accessories specialised seller
officer pro-action fire brigade;exactmatch;officer pro-action fire brigade
food industry field operator;exactmatch;food industry field operator
coppersmith;exactmatch;coppersmith
manager / entrepreneur car repair company;exactmatch;manager / entrepreneur car repair company
translator italian;exactmatch;translator italian
interpreting and translation agency manager;exactmatch;interpreting and translation agency manager
wood pallet maker;exactmatch;wood pallet maker
weaving textile technician;exactmatch;weaving textile technician
university (senior) lecturer in linguistics and literature;exactmatch;university (senior) lecturer in linguistics and literature
potters and related workers;exactmatch;potters and related workers
consumer and consumer goods account manager;exactmatch;consumer and consumer goods account manager
stable consultant;exactmatch;stable consultant
technical sales representative in chemical products;exactmatch;technical sales representative in chemical products
swimming pool installation technician;exactmatch;swimming pool installation technician
cinematographer;exactmatch;cinematographer
subsistence mixed crop and livestock farmers;exactmatch;subsistence mixed crop and livestock farmers
specialised doctor;exactmatch;specialised doctor
marine construction engineer;exactmatch;marine construction engineer
machine-tools constructor;exactmatch;machine-tools constructor
water treatment systems operator;exactmatch;water treatment systems operator
thermal engineer;exactmatch;thermal engineer
vineyard supervisor;exactmatch;vineyard supervisor
classics teacher (1st grade);exactmatch;classics teacher (1st grade)
salvage diver;exactmatch;salvage diver
agricultural machinery assembler;exactmatch;agricultural machinery assembler
scientific researcher public administration;exactmatch;scientific researcher public administration
theme park technician;exactmatch;theme park technician
building exterior cleaner;exactmatch;building exterior cleaner
eurythmy teacher;exactmatch;eurythmy teacher
fruit, vegetable and related preservers;exactmatch;fruit, vegetable and related preservers
trade regional manager;exactmatch;trade regional manager
electric meter technician;exactmatch;electric meter technician
intelligent lighting engineer;exactmatch;intelligent lighting engineer
leather wet processing department manager;exactmatch;leather wet processing department manager
teacher of documentary information;exactmatch;teacher of documentary information
footwear production machine operator;exactmatch;footwear production machine operator
avo student counsellor;exactmatch;avo student counsellor
leather goods hand stitcher;exactmatch;leather goods hand stitcher
calculation engineer;exactmatch;calculation engineer
security manager;exactmatch;security manager
social work supervisor;exactmatch;social work supervisor
medical device assembler;exactmatch;medical device assembler
mask maker;exactmatch;mask maker
rental service representative in personal and household goods;exactmatch;rental service representative in personal and household goods
wholesale merchant in agricultural machinery and equipment;exactmatch;wholesale merchant in agricultural machinery and equipment
recruiter;exactmatch;recruiter
blow moulding machine operator;exactmatch;blow moulding machine operator
electrical household appliances distribution manager;exactmatch;electrical household appliances distribution manager
political campaign officer;exactmatch;political campaign officer
basic welders and metal cutters;exactmatch;basic welders and metal cutters
arable worker;exactmatch;arable worker
live chat operator;exactmatch;live chat operator
professor of general medicine;exactmatch;professor of general medicine
metal furniture machine operator;exactmatch;metal furniture machine operator
textile quality technician;exactmatch;textile quality technician
livestock truck driver;exactmatch;livestock truck driver
animal welfare inspector;exactmatch;animal welfare inspector
sewerage systems manager;exactmatch;sewerage systems manager
construction painting supervisor;exactmatch;construction painting supervisor
bicycle sales specialist;exactmatch;bicycle sales specialist
corporate trainer;exactmatch;corporate trainer
legislators and senior officials;exactmatch;legislators and senior officials
neighbourhood manager (landscaping);exactmatch;neighbourhood manager (landscaping)
pulp grader;exactmatch;pulp grader
graphic design teacher (1st grade);exactmatch;graphic design teacher (1st grade)
pesticide mixer;exactmatch;pesticide mixer
cultural technician;exactmatch;cultural technician
senior care nursing team leader;exactmatch;senior care nursing team leader
refuse workers;exactmatch;refuse workers
manager servicedesk ict;exactmatch;manager servicedesk ict
animal shelter / animal pension keeper;exactmatch;animal shelter / animal pension keeper
installation designer;exactmatch;installation designer
senior oce (conventional explosives detection) expert;exactmatch;senior oce (conventional explosives detection) expert
earth science lecturer;exactmatch;earth science lecturer
bridge/lock operators;exactmatch;bridge/lock operators
gambling quality assurance engineer;exactmatch;gambling quality assurance engineer
hairdressing vocational teacher;exactmatch;hairdressing vocational teacher
lecturer horse husbandry (2nd grade);exactmatch;lecturer horse husbandry (2nd grade)
announcers on radio, television and other media;exactmatch;announcers on radio, television and other media
sports and camping goods sales manager;exactmatch;sports and camping goods sales manager
agricultural and fisheries inspectors and controllers;exactmatch;agricultural and fisheries inspectors and controllers
scientific researcher in veterinary medicine;exactmatch;scientific researcher in veterinary medicine
museum educator;exactmatch;museum educator
sewer construction supervisor;exactmatch;sewer construction supervisor
biologist;exactmatch;biologist
optical glasses grinder;exactmatch;optical glasses grinder
stage machinist;exactmatch;stage machinist
business studies and economics teacher secondary school;exactmatch;business studies and economics teacher secondary school
advertising and marketing specialists;exactmatch;advertising and marketing specialists
psychology lecturer;exactmatch;psychology lecturer
conceptual artist;exactmatch;conceptual artist
earth drills;exactmatch;earth drills
construction scaffolding supervisor;exactmatch;construction scaffolding supervisor
hospitality entertainment manager;exactmatch;hospitality entertainment manager
land planner;exactmatch;land planner
leather goods industrial engineer;exactmatch;leather goods industrial engineer
technical calculator (process industry);exactmatch;technical calculator (process industry)
regulatory government associate professionals not elsewhere classified;exactmatch;regulatory government associate professionals not elsewhere classified
legal secretaries;exactmatch;legal secretaries
wholesale merchant in textile industry machinery;exactmatch;wholesale merchant in textile industry machinery
artistic director, dance company;exactmatch;artistic director, dance company
manager / entrepreneur waste transport, collection company;exactmatch;manager / entrepreneur waste transport, collection company
inland pilot;exactmatch;inland pilot
manager / entrepreneur asphalt plant;exactmatch;manager / entrepreneur asphalt plant
marine surveyor;exactmatch;marine surveyor
massage therapist;exactmatch;massage therapist
salesperson flowers and plants;exactmatch;salesperson flowers and plants
designer/modeler shoes;exactmatch;designer/modeler shoes
import export specialist in coffee, tea, cocoa and spices;exactmatch;import export specialist in coffee, tea, cocoa and spices
diplomat;exactmatch;diplomat
pharmaceutical industry pharmacist;exactmatch;pharmaceutical industry pharmacist
media presenters and announcers;exactmatch;media presenters and announcers
social counselor handicapped persons;exactmatch;social counselor handicapped persons
telecom products salesperson;exactmatch;telecom products salesperson
financial management teacher;exactmatch;financial management teacher
pulmonary nurse;exactmatch;pulmonary nurse
technical cardiac stimulation specialist;exactmatch;technical cardiac stimulation specialist
stationary engineer;exactmatch;stationary engineer
painter;exactmatch;painter
manager / entrepreneur tool making company;exactmatch;manager / entrepreneur tool making company
naturopathic therapist;exactmatch;naturopathic therapist
metal production supervisor;exactmatch;metal production supervisor
marine animal trainer;exactmatch;marine animal trainer
legal secretary;exactmatch;legal secretary
wholesale merchant in machine tools;exactmatch;wholesale merchant in machine tools
barber;exactmatch;barber
welding inspector;exactmatch;welding inspector
pancake baker;exactmatch;pancake baker
floricultural crops inspector;exactmatch;floricultural crops inspector
manager manager blasting company;exactmatch;manager manager blasting company
process metallurgist;exactmatch;process metallurgist
performance rental technician;exactmatch;performance rental technician
sewer repairer;exactmatch;sewer repairer
molecular biologist (secondary);exactmatch;molecular biologist (secondary)
chemical mixer;exactmatch;chemical mixer
bank teller;exactmatch;bank teller
hunters and trappers;exactmatch;hunters and trappers
singer classical music / singer classical music;exactmatch;singer classical music / singer classical music
retailers non-food (other);exactmatch;retailers non-food (other)
cartographers and surveyors;exactmatch;cartographers and surveyors
business services and administration managers not elsewhere classified;exactmatch;business services and administration managers not elsewhere classified
credit union manager;exactmatch;credit union manager
jet cleaner;exactmatch;jet cleaner
ophthalmic assistants;exactmatch;ophthalmic assistants
associate (senior) lecturer in environmental sciences;exactmatch;associate (senior) lecturer in environmental sciences
train dispatcher;exactmatch;train dispatcher
employment agency mediator;exactmatch;employment agency mediator
benefits administration assistants;exactmatch;benefits administration assistants
spokesperson;exactmatch;spokesperson
water traffic coordinator;exactmatch;water traffic coordinator
import export manager in china and other glassware;exactmatch;import export manager in china and other glassware
restaurant host/restaurant hostess;exactmatch;restaurant host/restaurant hostess
teacher mobility and transport;exactmatch;teacher mobility and transport
patient educator;exactmatch;patient educator
artist;exactmatch;artist
teaching assistants primary education;exactmatch;teaching assistants primary education
private / corporal royal army;exactmatch;private / corporal royal army
theologians;exactmatch;theologians
fur farmer;exactmatch;fur farmer
wine sommelier;exactmatch;wine sommelier
frisian teacher (1st grade);exactmatch;frisian teacher (1st grade)
motorbike mechanic;exactmatch;motorbike mechanic
integrated circuit design engineer;exactmatch;integrated circuit design engineer
human resources officer;exactmatch;human resources officer
edge bander operator;exactmatch;edge bander operator
wegenwacht;exactmatch;wegenwacht
level crossing signalperson;exactmatch;level crossing signalperson
kettle tender;exactmatch;kettle tender
computer vision engineer;exactmatch;computer vision engineer
crane operator on- and offshore;exactmatch;crane operator on- and offshore
insurance collector;exactmatch;insurance collector
recording manager film/television;exactmatch;recording manager film/television
officer operational preparation fire brigade;exactmatch;officer operational preparation fire brigade
building inspectors and consultants;exactmatch;building inspectors and consultants
control technology teacher (2nd grade);exactmatch;control technology teacher (2nd grade)
canvas goods assembler;exactmatch;canvas goods assembler
professor of pharmacy;exactmatch;professor of pharmacy
webmaster;exactmatch;webmaster
glass artist;exactmatch;glass artist
insurance agency manager;exactmatch;insurance agency manager
head electronics designer;exactmatch;head electronics designer
manager of social employment for the printing industry;exactmatch;manager of social employment for the printing industry
museum manager;exactmatch;museum manager
irrigation and agricultural engineering researchers and consultants;exactmatch;irrigation and agricultural engineering researchers and consultants
electrical power distributor;exactmatch;electrical power distributor
radio programme manager;exactmatch;radio programme manager
after-sales service technician;exactmatch;after-sales service technician
field crop and vegetable growers;exactmatch;field crop and vegetable growers
chocolate moulding operator;exactmatch;chocolate moulding operator
employee tree nurseryman;exactmatch;employee tree nurseryman
machine operators manufacturing rubber products;exactmatch;machine operators manufacturing rubber products
metal instrumentation technician;exactmatch;metal instrumentation technician
hygienists, researchers and working conditions advisers;exactmatch;hygienists, researchers and working conditions advisers
auger press operator;exactmatch;auger press operator
tig welder (levels 3&4);exactmatch;tig welder (levels 3&4)
pre-press technicians;exactmatch;pre-press technicians
floor and wall coverings shop manager;exactmatch;floor and wall coverings shop manager
motor couriers;exactmatch;motor couriers
translator japanese;exactmatch;translator japanese
salesperson antiques and art items;exactmatch;salesperson antiques and art items
official secretary of representative body;exactmatch;official secretary of representative body
manager / entrepreneur bar-, dance hall;exactmatch;manager / entrepreneur bar-, dance hall
radiodiagnostic laboratory technician;exactmatch;radiodiagnostic laboratory technician
product graders and testers (excluding foods and beverages);exactmatch;product graders and testers (excluding foods and beverages)
medical sales representative;exactmatch;medical sales representative
managers manufacturing - electro;exactmatch;managers manufacturing - electro
student counsellor;exactmatch;student counsellor
patent engineer;exactmatch;patent engineer
system administrator (middle level);exactmatch;system administrator (middle level)
public prosecutors and public prosecutors;exactmatch;public prosecutors and public prosecutors
mine supervisor;exactmatch;mine supervisor
low and medium voltage mains engineer (cable worker);exactmatch;low and medium voltage mains engineer (cable worker)
economic and fiscal affairs policy advisers;exactmatch;economic and fiscal affairs policy advisers
animal feed nutritionist;exactmatch;animal feed nutritionist
mechanical engineering teacher (2nd grade);exactmatch;mechanical engineering teacher (2nd grade)
stationary plant and machine operators not elsewhere classified;exactmatch;stationary plant and machine operators not elsewhere classified
mining, manufacturing and construction supervisors;exactmatch;mining, manufacturing and construction supervisors
cocoa mill operator;exactmatch;cocoa mill operator
theatre designer;exactmatch;theatre designer
geriatric nurse;exactmatch;geriatric nurse
sailor special service laundry (bdw) royal navy;exactmatch;sailor special service laundry (bdw) royal navy
kennel worker;exactmatch;kennel worker
audio-visual technician;exactmatch;audio-visual technician
fisheries boatman;exactmatch;fisheries boatman
staff member central healthcare control room;exactmatch;staff member central healthcare control room
officers land forces;exactmatch;officers land forces
community artist;exactmatch;community artist
carpenters and joiners;exactmatch;carpenters and joiners
staff member ornamental fish farm;exactmatch;staff member ornamental fish farm
medical and pathological researchers;exactmatch;medical and pathological researchers
footwear and leather goods salesperson;exactmatch;footwear and leather goods salesperson
foreman tiler;exactmatch;foreman tiler
ship's carpenter / ship's carpenter's wife;exactmatch;ship's carpenter / ship's carpenter's wife
rental service representative in office machinery and equipment;exactmatch;rental service representative in office machinery and equipment
department manager, sales of drugstore articles;exactmatch;department manager, sales of drugstore articles
bouncers and attendants;exactmatch;bouncers and attendants
optomechanical engineer;exactmatch;optomechanical engineer
biotechnological analyst;exactmatch;biotechnological analyst
residential care home worker;exactmatch;residential care home worker
sporting accessories specialised seller;exactmatch;sporting accessories specialised seller
hairdressing salon managers;exactmatch;hairdressing salon managers
metal sawing machine operator;exactmatch;metal sawing machine operator
pulmonologist;exactmatch;pulmonologist
building construction worker;exactmatch;building construction worker
database developers;exactmatch;database developers
automotive brake technician;exactmatch;automotive brake technician
textile shop manager;exactmatch;textile shop manager
deputy head teacher;exactmatch;deputy head teacher
publishing binder;exactmatch;publishing binder
ict business analysis manager;exactmatch;ict business analysis manager
contract engineer;exactmatch;contract engineer
service and sales workers;exactmatch;service and sales workers
emergency response coordinator;exactmatch;emergency response coordinator
clogmaker;exactmatch;clogmaker
tree surgeon;exactmatch;tree surgeon
neurologist;exactmatch;neurologist
assemblers;exactmatch;assemblers
horse riding instructor;exactmatch;horse riding instructor
secretarial support staff;exactmatch;secretarial support staff
chemical engineering technician;exactmatch;chemical engineering technician
community development social worker;exactmatch;community development social worker
electrical equipment assembler;exactmatch;electrical equipment assembler
manager / entrepreneur painting company;exactmatch;manager / entrepreneur painting company
civil engineering draughtsmen and draftsmen;exactmatch;civil engineering draughtsmen and draftsmen
library staff;exactmatch;library staff
stair joiner;exactmatch;stair joiner
swimming facility attendant;exactmatch;swimming facility attendant
import export manager in perfume and cosmetics;exactmatch;import export manager in perfume and cosmetics
metal mill worker;exactmatch;metal mill worker
gambling manager;exactmatch;gambling manager
financial-administrative staff;exactmatch;financial-administrative staff
assembly technician industrial electronics;exactmatch;assembly technician industrial electronics
wearing apparel patternmaker;exactmatch;wearing apparel patternmaker
facility management course;exactmatch;facility management course
science teachers vo/mbo;exactmatch;science teachers vo/mbo
fisheries master;exactmatch;fisheries master
competition and match management assistant;exactmatch;competition and match management assistant
quality controllers general;exactmatch;quality controllers general
turkish interpreter;exactmatch;turkish interpreter
pipe welder;exactmatch;pipe welder
environmental researchers and consultants;exactmatch;environmental researchers and consultants
technical managers and directors;exactmatch;technical managers and directors
moulding machine operator;exactmatch;moulding machine operator
terrazzo setter supervisor;exactmatch;terrazzo setter supervisor
leather goods quality manager;exactmatch;leather goods quality manager
manager / entrepreneur car body repair company;exactmatch;manager / entrepreneur car body repair company
office machinist;exactmatch;office machinist
civil affairs officer;exactmatch;civil affairs officer
shop assistant;exactmatch;shop assistant
tiler company manager/entrepreneur;exactmatch;tiler company manager/entrepreneur
mine electrical engineer;exactmatch;mine electrical engineer
record press operator;exactmatch;record press operator
fire service equipment, management and quality officer;exactmatch;fire service equipment, management and quality officer
integration engineer;exactmatch;integration engineer
university (senior) lecturer in communication;exactmatch;university (senior) lecturer in communication
sport therapist;exactmatch;sport therapist
computer science lecturer;exactmatch;computer science lecturer
railway train driver;exactmatch;railway train driver
import export manager in electrical household appliances;exactmatch;import export manager in electrical household appliances
textile sourcing merchandiser;exactmatch;textile sourcing merchandiser
manager storage and handling company;exactmatch;manager storage and handling company
employee muslim slaughterhouse;exactmatch;employee muslim slaughterhouse
machinery assembly coordinator;exactmatch;machinery assembly coordinator
measuring and control technology engineer;exactmatch;measuring and control technology engineer
professor of ethics;exactmatch;professor of ethics
university (senior) lecturer in materials science;exactmatch;university (senior) lecturer in materials science
communication infrastructure maintainer;exactmatch;communication infrastructure maintainer
staff member of the funeral home reporting office;exactmatch;staff member of the funeral home reporting office
boring machine operator;exactmatch;boring machine operator
basketmaker;exactmatch;basketmaker
biology lecturer;exactmatch;biology lecturer
manager stevedoring company;exactmatch;manager stevedoring company
trade correspondent;exactmatch;trade correspondent
conditioned transport driver;exactmatch;conditioned transport driver
driver mobile milk receiver (rmo);exactmatch;driver mobile milk receiver (rmo)
courier car;exactmatch;courier car
dietetic technician;exactmatch;dietetic technician
managers banking and insurance;exactmatch;managers banking and insurance
lorry driver;exactmatch;lorry driver
customer service representative;exactmatch;customer service representative
head of system development ict;exactmatch;head of system development ict
software and applications developers and analysts not elsewhere classified;exactmatch;software and applications developers and analysts not elsewhere classified
construction general supervisor;exactmatch;construction general supervisor
curtain, sail and awning makers;exactmatch;curtain, sail and awning makers
onshore wind energy engineer;exactmatch;onshore wind energy engineer
technical sales representative in office machinery and equipment;exactmatch;technical sales representative in office machinery and equipment
stone engraver;exactmatch;stone engraver
avionics inspector;exactmatch;avionics inspector
atm repair technician;exactmatch;atm repair technician
practical trainer in painting;exactmatch;practical trainer in painting
technical services mechanics (tdw) royal navy;exactmatch;technical services mechanics (tdw) royal navy
sales manager passenger cars;exactmatch;sales manager passenger cars
compliance officer;exactmatch;compliance officer
mortgage loan underwriter;exactmatch;mortgage loan underwriter
manager / entrepreneur swimming pool, sports complex;exactmatch;manager / entrepreneur swimming pool, sports complex
import export manager in chemical products;exactmatch;import export manager in chemical products
driver tipper truck;exactmatch;driver tipper truck
food production manager;exactmatch;food production manager
manager metalworking company / construction company;exactmatch;manager metalworking company / construction company
private chef;exactmatch;private chef
tank lorry driver;exactmatch;tank lorry driver
venue director;exactmatch;venue director
social service provider;exactmatch;social service provider
poulterer;exactmatch;poulterer
food and beverage manager;exactmatch;food and beverage manager
learning support teacher;exactmatch;learning support teacher
piping systems designer/engineer;exactmatch;piping systems designer/engineer
