head;relation;tail
horse breeder;broadmatch;livestock and dairy producers
livestock and dairy producers;narrowmatch;sheep breeder
sheep breeder;broadmatch;livestock and dairy producers
livestock and dairy producers;narrowmatch;equine yard manager
livestock and dairy producers;narrowmatch;pig breeder
spinning machine operator;broadmatch;fibre preparing, spinning and winding machine operators
pig breeder;broadmatch;livestock and dairy producers
fibre preparing, spinning and winding machine operators;narrowmatch;cotton gin operator
cotton gin operator;broadmatch;fibre preparing, spinning and winding machine operators
fibre preparing, spinning and winding machine operators;narrowmatch;winding machine operator
winding machine operator;broadmatch;fibre preparing, spinning and winding machine operators
fibre preparing, spinning and winding machine operators;narrowmatch;spinning textile technician
spinning textile technician;broadmatch;fibre preparing, spinning and winding machine operators
shepherd;broadmatch;livestock and dairy producers
livestock and dairy producers;narrowmatch;shepherd
property insurance underwriter;broadmatch;insurance underwriter
insurance underwriter;narrowmatch;property insurance underwriter
prosthetic-orthotics technician;broadmatch;prosthetist-orthotist
environmental and occupational health inspectors and associates;narrowmatch;environmental health inspector
environmental health inspector;broadmatch;environmental and occupational health inspectors and associates
environmental and occupational health inspectors and associates;narrowmatch;food safety inspector
food safety inspector;broadmatch;environmental and occupational health inspectors and associates
environmental and occupational health inspectors and associates;narrowmatch;transport health and safety inspector
transport health and safety inspector;broadmatch;environmental and occupational health inspectors and associates
environmental and occupational health inspectors and associates;narrowmatch;health and safety inspector
health and safety inspector;broadmatch;environmental and occupational health inspectors and associates
environmental and occupational health inspectors and associates;narrowmatch;food regulatory advisor
food regulatory advisor;broadmatch;environmental and occupational health inspectors and associates
environmental and occupational health inspectors and associates;narrowmatch;industrial waste inspector
industrial waste inspector;broadmatch;environmental and occupational health inspectors and associates
environmental and occupational health inspectors and associates;narrowmatch;occupational health and safety inspector
occupational health and safety inspector;broadmatch;environmental and occupational health inspectors and associates
fibre preparing, spinning and winding machine operators;narrowmatch;spinning machine operator
handicraft workers not elsewhere classified;narrowmatch;sports equipment repair technician
audiology technician;broadmatch;medical and dental prosthetic technicians
bartender;narrowmatch;cocktail bartender
laundry worker;broadmatch;laundry machine operators
bicycle and related repairers;narrowmatch;bicycle mechanic
bicycle mechanic;broadmatch;bicycle and related repairers
bartenders;narrowmatch;bartender
bartender;broadmatch;bartenders
bartender;narrowmatch;barista
barista;broadmatch;bartender
cocktail bartender;broadmatch;bartender
sports equipment repair technician;broadmatch;handicraft workers not elsewhere classified
fitness and recreation instructors and program leaders;narrowmatch;mountain guide
mountain guide;broadmatch;fitness and recreation instructors and program leaders
fitness and recreation instructors and program leaders;narrowmatch;fitness instructor
fitness instructor;broadmatch;fitness and recreation instructors and program leaders
fitness and recreation instructors and program leaders;narrowmatch;activity leader
activity leader;broadmatch;fitness and recreation instructors and program leaders
fitness and recreation instructors and program leaders;narrowmatch;horse riding instructor
laundry machine operators;narrowmatch;laundry worker
laundry workers supervisor;broadmatch;laundry machine operators
laundry machine operators;narrowmatch;laundry workers supervisor
crop production manager;broadmatch;mixed crop growers
handicraft workers not elsewhere classified;narrowmatch;candle maker
candle maker;broadmatch;handicraft workers not elsewhere classified
air traffic controllers;narrowmatch;aviation inspector
aviation inspector;broadmatch;air traffic controllers
air traffic controllers;narrowmatch;flight operations officer
flight operations officer;broadmatch;air traffic controllers
air traffic controllers;narrowmatch;air traffic controller
air traffic controller;broadmatch;air traffic controllers
mining and quarrying labourers;narrowmatch;mining assistant
mining assistant;broadmatch;mining and quarrying labourers
mining managers;narrowmatch;quarry manager
quarry manager;broadmatch;mining managers
mining managers;narrowmatch;mine manager
mine manager;broadmatch;mining managers
mixed crop growers;narrowmatch;crop production manager
prosthetist-orthotist;narrowmatch;prosthetic-orthotics technician
medical and dental prosthetic technicians;narrowmatch;audiology technician
information and communications technology service managers;narrowmatch;ict product manager
hotel butler;broadmatch;cleaning and housekeeping supervisors in offices, hotels and other establishments
travel consultants and clerks;narrowmatch;tourist information officer
tourist information officer;broadmatch;travel consultants and clerks
medical assistants;narrowmatch;doctors' surgery assistant
doctors' surgery assistant;broadmatch;medical assistants
statistician;narrowmatch;biometrician
biometrician;broadmatch;statistician
cleaning and housekeeping supervisors in offices, hotels and other establishments;narrowmatch;hotel butler
cleaning and housekeeping supervisors in offices, hotels and other establishments;narrowmatch;housekeeping supervisor
on foot aquatic resources collector;broadmatch;fishery and aquaculture labourers
housekeeping supervisor;broadmatch;cleaning and housekeeping supervisors in offices, hotels and other establishments
fishery and aquaculture labourers;narrowmatch;water-based aquaculture worker
water-based aquaculture worker;broadmatch;fishery and aquaculture labourers
fishery and aquaculture labourers;narrowmatch;aquaculture cage mooring worker
aquaculture cage mooring worker;broadmatch;fishery and aquaculture labourers
fishery and aquaculture labourers;narrowmatch;aquaculture harvesting worker
aquaculture harvesting worker;broadmatch;fishery and aquaculture labourers
ticket sales agent;broadmatch;travel consultants and clerks
travel consultants and clerks;narrowmatch;ticket sales agent
travel agent;broadmatch;travel consultants and clerks
travel consultants and clerks;narrowmatch;travel agent
freinet school teacher;broadmatch;early childhood educators
early childhood educators;narrowmatch;montessori school teacher
montessori school teacher;broadmatch;early childhood educators
early childhood educators;narrowmatch;early years teacher
early years teacher;broadmatch;early childhood educators
travel consultants and clerks;narrowmatch;host/hostess
host/hostess;broadmatch;travel consultants and clerks
travel consultants and clerks;narrowmatch;tour organiser
tour organiser;broadmatch;travel consultants and clerks
travel consultants and clerks;narrowmatch;ground steward/ground stewardess
ground steward/ground stewardess;broadmatch;travel consultants and clerks
travel consultants and clerks;narrowmatch;travel consultant
travel consultant;broadmatch;travel consultants and clerks
travel consultants and clerks;narrowmatch;tour operator representative
tour operator representative;broadmatch;travel consultants and clerks
fishery and aquaculture labourers;narrowmatch;on foot aquatic resources collector
sports, recreation and cultural centre managers;narrowmatch;cultural facilities manager
dental technician;broadmatch;medical and dental prosthetic technicians
construction managers;narrowmatch;construction manager
professional athlete;broadmatch;athletes and sports players
physicists and astronomers;narrowmatch;physicist
physicist;broadmatch;physicists and astronomers
physicists and astronomers;narrowmatch;cosmologist
cosmologist;broadmatch;physicists and astronomers
physicists and astronomers;narrowmatch;astronomer
astronomer;broadmatch;physicists and astronomers
construction manager;broadmatch;construction managers
cultural facilities manager;broadmatch;sports, recreation and cultural centre managers
construction manager;narrowmatch;property developer
property developer;broadmatch;construction manager
construction manager;narrowmatch;construction general contractor
construction general contractor;broadmatch;construction manager
medical and dental prosthetic technicians;narrowmatch;prosthetist-orthotist
prosthetist-orthotist;broadmatch;medical and dental prosthetic technicians
medical and dental prosthetic technicians;narrowmatch;dental technician
athletes and sports players;narrowmatch;professional athlete
big data archive librarian;broadmatch;gallery, museum and library technicians
gallery, museum and library technicians;narrowmatch;big data archive librarian
taxidermist;broadmatch;gallery, museum and library technicians
sports, recreation and cultural centre managers;narrowmatch;sport facility manager
sport facility manager;broadmatch;sports, recreation and cultural centre managers
sports, recreation and cultural centre managers;narrowmatch;recreational facilities manager
recreational facilities manager;broadmatch;sports, recreation and cultural centre managers
cultural facilities manager;narrowmatch;performance production manager
performance production manager;broadmatch;cultural facilities manager
cultural facilities manager;narrowmatch;cultural centre director
cultural centre director;broadmatch;cultural facilities manager
librarians and related information professionals;narrowmatch;information manager
information manager;broadmatch;librarians and related information professionals
librarians and related information professionals;narrowmatch;librarian
librarian;broadmatch;librarians and related information professionals
gallery, museum and library technicians;narrowmatch;art handler
art handler;broadmatch;gallery, museum and library technicians
gallery, museum and library technicians;narrowmatch;taxidermist
horse riding instructor;broadmatch;fitness and recreation instructors and program leaders
production supervisor;narrowmatch;chemical processing supervisor
chemical processing supervisor;broadmatch;production supervisor
bank tellers and related clerks;narrowmatch;bank teller
leather goods finishing operator;broadmatch;leather goods manual operator
leather goods manual operator;narrowmatch;leather goods hand stitcher
leather goods hand stitcher;broadmatch;leather goods manual operator
leather goods manual operator;narrowmatch;leather goods hand cutting operator
leather goods hand cutting operator;broadmatch;leather goods manual operator
animal producers not elsewhere classified;narrowmatch;fur animals breeder
fur animals breeder;broadmatch;animal producers not elsewhere classified
bank teller;broadmatch;bank tellers and related clerks
driving instructor;narrowmatch;truck driving instructor
bank tellers and related clerks;narrowmatch;post office counter clerk
post office counter clerk;broadmatch;bank tellers and related clerks
driving instructor;narrowmatch;motorcycle instructor
motorcycle instructor;broadmatch;driving instructor
driving instructor;narrowmatch;car driving instructor
car driving instructor;broadmatch;driving instructor
driving instructor;narrowmatch;bus driving instructor
leather goods manual operator;narrowmatch;leather goods finishing operator
hand luggage inspector;broadmatch;customs and border inspectors
customs and border inspectors;narrowmatch;hand luggage inspector
immigration officer;broadmatch;customs and border inspectors
chemical processing plant controller;narrowmatch;chemical plant control room operator
chemical plant control room operator;broadmatch;chemical processing plant controller
chemical processing plant controller;narrowmatch;biogas technician
biogas technician;broadmatch;chemical processing plant controller
chemical processing plant controller;narrowmatch;air separation plant operator
air separation plant operator;broadmatch;chemical processing plant controller
chemical processing plant controller;narrowmatch;gas station operator
gas station operator;broadmatch;chemical processing plant controller
chemical processing plant controller;narrowmatch;gas processing plant supervisor
gas processing plant supervisor;broadmatch;chemical processing plant controller
forestry labourers;narrowmatch;forest worker
forest worker;broadmatch;forestry labourers
customs and border inspectors;narrowmatch;customs officer
customs officer;broadmatch;customs and border inspectors
customs and border inspectors;narrowmatch;immigration officer
bus driving instructor;broadmatch;driving instructor
truck driving instructor;broadmatch;driving instructor
production supervisor;narrowmatch;print studio supervisor
aquaculture hatchery manager;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;aquaculture husbandry technician
aquaculture husbandry technician;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;aquaculture husbandry worker
aquaculture husbandry worker;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;aquaculture cage technician
aquaculture cage technician;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;aquaculture hatchery manager
information and communications technology service managers;narrowmatch;ict documentation manager
child care services managers;narrowmatch;child care coordinator
ict documentation manager;broadmatch;information and communications technology service managers
information and communications technology service managers;narrowmatch;telecommunications manager
telecommunications manager;broadmatch;information and communications technology service managers
information and communications technology service managers;narrowmatch;ict project manager
ict project manager;broadmatch;information and communications technology service managers
information and communications technology service managers;narrowmatch;chief technology officer
chief technology officer;broadmatch;information and communications technology service managers
aquaculture rearing technician;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;aquaculture rearing technician
aquaculture mooring manager;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;aquaculture mooring manager
child care coordinator;broadmatch;child care services managers
child care services managers;narrowmatch;child day care centre manager
child day care centre manager;broadmatch;child care services managers
child care services managers;narrowmatch;nursery school head teacher
nursery school head teacher;broadmatch;child care services managers
aquaculture workers;narrowmatch;aquaculture recirculation technician
aquaculture recirculation technician;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;aquaculture hatchery technician
aquaculture hatchery technician;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;aquaculture hatchery worker
aquaculture hatchery worker;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;aquaculture harvesting technician
aquaculture harvesting technician;broadmatch;aquaculture workers
aquaculture workers;narrowmatch;water-based aquaculture technician
water-based aquaculture technician;broadmatch;aquaculture workers
chemical processing plant controller;broadmatch;chemical processing plant controllers
chemical processing plant controllers;narrowmatch;chemical processing plant controller
driving instructor;broadmatch;driving instructors
optical instrument production supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;leather goods production supervisor
leather goods production supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;footwear production supervisor
footwear production supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;malt house supervisor
malt house supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;optical instrument production supervisor
production supervisor;narrowmatch;paper mill supervisor
driving instructors;narrowmatch;driving instructor
paper mill supervisor;broadmatch;production supervisor
information and communications technology sales professionals;narrowmatch;technical sales representative in electronic and telecommunications equipment
technical sales representative in electronic and telecommunications equipment;broadmatch;information and communications technology sales professionals
information and communications technology sales professionals;narrowmatch;ict presales engineer
ict presales engineer;broadmatch;information and communications technology sales professionals
information and communications technology sales professionals;narrowmatch;ict business development manager
ict business development manager;broadmatch;information and communications technology sales professionals
electrical equipment production supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;electrical equipment production supervisor
precision mechanics supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;precision mechanics supervisor
print studio supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;machine operator supervisor
machine operator supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;electronics production supervisor
electronics production supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;wood production supervisor
wood production supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;plastic and rubber products manufacturing supervisor
plastic and rubber products manufacturing supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;metal production supervisor
metal production supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;distillery supervisor
distillery supervisor;broadmatch;production supervisor
production supervisor;narrowmatch;animal feed supervisor
animal feed supervisor;broadmatch;production supervisor
information and communications technology sales professionals;narrowmatch;ict account manager
ict account manager;broadmatch;information and communications technology sales professionals
woodworking-machine tool setters and operators;narrowmatch;woodturner
emergency response coordinator;broadmatch;environmental and occupational health and hygiene professionals
music arranger;broadmatch;composer
wood processing plant operators;narrowmatch;engineered wood board machine operator
engineered wood board machine operator;broadmatch;wood processing plant operators
wood processing plant operators;narrowmatch;crosscut saw operator
crosscut saw operator;broadmatch;wood processing plant operators
wood processing plant operators;narrowmatch;sawmill operator
sawmill operator;broadmatch;wood processing plant operators
wood processing plant operators;narrowmatch;debarker operator
debarker operator;broadmatch;wood processing plant operators
wood processing plant operators;narrowmatch;chipper operator
chipper operator;broadmatch;wood processing plant operators
wood processing plant operators;narrowmatch;wood fuel pelletiser
wood fuel pelletiser;broadmatch;wood processing plant operators
driving instructors;narrowmatch;vessel steering instructor
vessel steering instructor;broadmatch;driving instructors
composer;narrowmatch;music arranger
environmental and occupational health and hygiene professionals;narrowmatch;emergency response coordinator
woodturner;broadmatch;woodworking-machine tool setters and operators
health and safety officer;broadmatch;environmental and occupational health and hygiene professionals
woodworking-machine tool setters and operators;narrowmatch;wood sander
wood sander;broadmatch;woodworking-machine tool setters and operators
woodworking-machine tool setters and operators;narrowmatch;nailing machine operator
nailing machine operator;broadmatch;woodworking-machine tool setters and operators
woodworking-machine tool setters and operators;narrowmatch;wood boring machine operator
wood boring machine operator;broadmatch;woodworking-machine tool setters and operators
woodworking-machine tool setters and operators;narrowmatch;wooden furniture machine operator
wooden furniture machine operator;broadmatch;woodworking-machine tool setters and operators
woodworking-machine tool setters and operators;narrowmatch;wood pallet maker
wood pallet maker;broadmatch;woodworking-machine tool setters and operators
environmental and occupational health and hygiene professionals;narrowmatch;food safety specialist
food safety specialist;broadmatch;environmental and occupational health and hygiene professionals
environmental and occupational health and hygiene professionals;narrowmatch;radiation protection officer
radiation protection officer;broadmatch;environmental and occupational health and hygiene professionals
environmental and occupational health and hygiene professionals;narrowmatch;health and safety officer
financial and investment advisers;narrowmatch;corporate banking manager
financial planner;broadmatch;financial and investment advisers
financial and investment advisers;narrowmatch;financial planner
meat cutter;broadmatch;butchers, fishmongers and related food preparers
steward/stewardess;narrowmatch;train attendant
train attendant;broadmatch;steward/stewardess
metal polishers, wheel grinders and tool sharpeners;narrowmatch;tool grinder
tool grinder;broadmatch;metal polishers, wheel grinders and tool sharpeners
metal polishers, wheel grinders and tool sharpeners;narrowmatch;metal polisher
metal polisher;broadmatch;metal polishers, wheel grinders and tool sharpeners
butchers, fishmongers and related food preparers;narrowmatch;meat cutter
butchers, fishmongers and related food preparers;narrowmatch;slaughterer
fish preparation operator;broadmatch;butchers, fishmongers and related food preparers
slaughterer;broadmatch;butchers, fishmongers and related food preparers
butchers, fishmongers and related food preparers;narrowmatch;butcher
butcher;broadmatch;butchers, fishmongers and related food preparers
butchers, fishmongers and related food preparers;narrowmatch;fish trimmer
fish trimmer;broadmatch;butchers, fishmongers and related food preparers
butchers, fishmongers and related food preparers;narrowmatch;meat preparations operator
meat preparations operator;broadmatch;butchers, fishmongers and related food preparers
ship steward/ship stewardess;broadmatch;steward/stewardess
steward/stewardess;narrowmatch;ship steward/ship stewardess
flight attendant;broadmatch;steward/stewardess
steward/stewardess;narrowmatch;flight attendant
chimney sweep;broadmatch;building structure cleaners
building structure cleaners;narrowmatch;decontamination worker
decontamination worker;broadmatch;building structure cleaners
building structure cleaners;narrowmatch;chimney sweep supervisor
chimney sweep supervisor;broadmatch;building structure cleaners
building structure cleaners;narrowmatch;building exterior cleaner
building exterior cleaner;broadmatch;building structure cleaners
building structure cleaners;narrowmatch;asbestos abatement worker
asbestos abatement worker;broadmatch;building structure cleaners
window cleaners;narrowmatch;window cleaner
window cleaner;broadmatch;window cleaners
travel attendants and travel stewards;narrowmatch;steward/stewardess
steward/stewardess;broadmatch;travel attendants and travel stewards
travel attendants and travel stewards;narrowmatch;cabin crew manager
cabin crew manager;broadmatch;travel attendants and travel stewards
butchers, fishmongers and related food preparers;narrowmatch;fish preparation operator
office supervisors;narrowmatch;call centre quality auditor
structural ironworker;broadmatch;structural-metal preparers and erectors
secondary school teacher;narrowmatch;ict teacher secondary school
classical languages teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;literature teacher at secondary school
literature teacher at secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;business studies and economics teacher secondary school
business studies and economics teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;art teacher secondary school
art teacher secondary school;broadmatch;secondary school teacher
ict teacher secondary school;broadmatch;secondary school teacher
call centre quality auditor;broadmatch;office supervisors
secondary school teacher;narrowmatch;biology teacher secondary school
biology teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;chemistry teacher secondary school
chemistry teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;music teacher secondary school
music teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;physical education teacher secondary school
secondary school teacher;narrowmatch;classical languages teacher secondary school
geography teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;geography teacher secondary school
science teacher secondary school;broadmatch;secondary school teacher
office supervisors;narrowmatch;data entry supervisor
data entry supervisor;broadmatch;office supervisors
office supervisors;narrowmatch;office manager
office manager;broadmatch;office supervisors
office supervisors;narrowmatch;call centre analyst
call centre analyst;broadmatch;office supervisors
office supervisors;narrowmatch;call centre supervisor
call centre supervisor;broadmatch;office supervisors
office supervisors;narrowmatch;field survey manager
field survey manager;broadmatch;office supervisors
office supervisors;narrowmatch;contact centre supervisor
contact centre supervisor;broadmatch;office supervisors
secondary education teachers;narrowmatch;secondary school teacher
secondary school teacher;broadmatch;secondary education teachers
secondary school teacher;narrowmatch;science teacher secondary school
building structure cleaners;narrowmatch;chimney sweep
structural-metal preparers and erectors;narrowmatch;structural ironworker
physiologist;broadmatch;biologist
doorman/doorwoman;broadmatch;messengers, package deliverers and luggage porters
commercial sales representative;narrowmatch;electricity sales representative
electricity sales representative;broadmatch;commercial sales representative
commercial sales representative;narrowmatch;renewable energy sales representative
renewable energy sales representative;broadmatch;commercial sales representative
messengers, package deliverers and luggage porters;narrowmatch;hotel porter
hotel porter;broadmatch;messengers, package deliverers and luggage porters
messengers, package deliverers and luggage porters;narrowmatch;doorman/doorwoman
agricultural and forestry production managers;narrowmatch;forester
footwear quality technician;broadmatch;quality engineering technician
forester;broadmatch;agricultural and forestry production managers
automation engineering technician;narrowmatch;robotics engineering technician
robotics engineering technician;broadmatch;automation engineering technician
quality engineering technician;narrowmatch;textile quality technician
textile quality technician;broadmatch;quality engineering technician
quality engineering technician;narrowmatch;leather goods quality control laboratory technician
leather goods quality control laboratory technician;broadmatch;quality engineering technician
commercial sales representative;broadmatch;commercial sales representatives
commercial sales representatives;narrowmatch;commercial sales representative
marine biologist;broadmatch;biologist
biologist;narrowmatch;marine biologist
geneticist;broadmatch;biologist
biologist;narrowmatch;biochemist
biochemist;broadmatch;biologist
biologist;narrowmatch;biomedical scientist advanced
biomedical scientist advanced;broadmatch;biologist
biologist;narrowmatch;epidemiologist
epidemiologist;broadmatch;biologist
biologist;narrowmatch;toxicologist
toxicologist;broadmatch;biologist
biologist;narrowmatch;specialist biomedical scientist
specialist biomedical scientist;broadmatch;biologist
biologist;narrowmatch;aquaculture biologist
aquaculture biologist;broadmatch;biologist
biologist;narrowmatch;microbiologist
microbiologist;broadmatch;biologist
quality engineering technician;narrowmatch;footwear quality technician
quality engineering technician;narrowmatch;footwear quality control laboratory technician
shipwright;broadmatch;structural-metal preparers and erectors
print finishing and binding workers;narrowmatch;book-sewing machine operator
lexicographer;broadmatch;translators, interpreters and other linguists
translator;narrowmatch;subtitler
subtitler;broadmatch;translator
translator;narrowmatch;localiser
localiser;broadmatch;translator
print finishing and binding workers;narrowmatch;print folding operator
print folding operator;broadmatch;print finishing and binding workers
book-sewing machine operator;broadmatch;print finishing and binding workers
footwear quality control laboratory technician;broadmatch;quality engineering technician
print finishing and binding workers;narrowmatch;bindery operator
bindery operator;broadmatch;print finishing and binding workers
print finishing and binding workers;narrowmatch;book restorer
book restorer;broadmatch;print finishing and binding workers
structural-metal preparers and erectors;narrowmatch;dismantling worker
dismantling worker;broadmatch;structural-metal preparers and erectors
structural-metal preparers and erectors;narrowmatch;shipwright
translators, interpreters and other linguists;narrowmatch;lexicographer
sign language interpreter;broadmatch;translators, interpreters and other linguists
translators, interpreters and other linguists;narrowmatch;sign language interpreter
linguist;broadmatch;translators, interpreters and other linguists
quality engineering technician;narrowmatch;textile chemical quality technician
textile chemical quality technician;broadmatch;quality engineering technician
quality engineering technician;narrowmatch;leather goods quality technician
leather goods quality technician;broadmatch;quality engineering technician
dairy-products makers;narrowmatch;dairy products maker
dairy products maker;broadmatch;dairy-products makers
dairy-products makers;narrowmatch;milk reception operator
milk reception operator;broadmatch;dairy-products makers
translators, interpreters and other linguists;narrowmatch;translator
translator;broadmatch;translators, interpreters and other linguists
translators, interpreters and other linguists;narrowmatch;interpreter
interpreter;broadmatch;translators, interpreters and other linguists
translators, interpreters and other linguists;narrowmatch;graphologist
graphologist;broadmatch;translators, interpreters and other linguists
translators, interpreters and other linguists;narrowmatch;linguist
physical education teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;history teacher secondary school
history teacher secondary school;broadmatch;secondary school teacher
handicraft workers in wood, basketry and related materials;narrowmatch;basketmaker
goldsmith;broadmatch;jeweller
survey and market research interviewers;narrowmatch;market research interviewer
market research interviewer;broadmatch;survey and market research interviewers
survey and market research interviewers;narrowmatch;survey enumerator
survey enumerator;broadmatch;survey and market research interviewers
handicraft workers in wood, basketry and related materials;narrowmatch;artisan papermaker
artisan papermaker;broadmatch;handicraft workers in wood, basketry and related materials
basketmaker;broadmatch;handicraft workers in wood, basketry and related materials
graphic and multimedia designers;narrowmatch;performance video designer
handicraft workers in wood, basketry and related materials;narrowmatch;brush maker
brush maker;broadmatch;handicraft workers in wood, basketry and related materials
handicraft workers in wood, basketry and related materials;narrowmatch;wicker furniture maker
wicker furniture maker;broadmatch;handicraft workers in wood, basketry and related materials
handicraft workers in wood, basketry and related materials;narrowmatch;woodcarver
woodcarver;broadmatch;handicraft workers in wood, basketry and related materials
handicraft workers in wood, basketry and related materials;narrowmatch;toymaker
jeweller;narrowmatch;goldsmith
jewellery polisher;broadmatch;jeweller
jeweller;narrowmatch;jewellery polisher
filigree maker;broadmatch;jeweller
cleaners and helpers in offices, hotels and other establishments;narrowmatch;toilet attendant
toilet attendant;broadmatch;cleaners and helpers in offices, hotels and other establishments
cleaners and helpers in offices, hotels and other establishments;narrowmatch;building cleaner
building cleaner;broadmatch;cleaners and helpers in offices, hotels and other establishments
jeweller;narrowmatch;jewellery mounter
jewellery mounter;broadmatch;jeweller
jeweller;narrowmatch;jewellery engraver
jewellery engraver;broadmatch;jeweller
jeweller;narrowmatch;silversmith
silversmith;broadmatch;jeweller
jeweller;narrowmatch;jewellery repairer
jewellery repairer;broadmatch;jeweller
jeweller;narrowmatch;precious stone setter
precious stone setter;broadmatch;jeweller
jeweller;narrowmatch;filigree maker
toymaker;broadmatch;handicraft workers in wood, basketry and related materials
performance video designer;broadmatch;graphic and multimedia designers
secondary school teacher;narrowmatch;drama teacher secondary school
leather sorter;broadmatch;pelt dressers, tanners and fellmongers
graphic and multimedia designers;narrowmatch;gambling games designer
gambling games designer;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;animation layout artist
animation layout artist;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;animator
animator;broadmatch;graphic and multimedia designers
pelt dressers, tanners and fellmongers;narrowmatch;leather sorter
pelt dressers, tanners and fellmongers;narrowmatch;tanner
graphic and multimedia designers;narrowmatch;3d modeller
tanner;broadmatch;pelt dressers, tanners and fellmongers
electronics engineering technicians;narrowmatch;electronics engineering technician
electronics engineering technician;broadmatch;electronics engineering technicians
electronics engineering technician;narrowmatch;computer hardware test technician
computer hardware test technician;broadmatch;electronics engineering technician
electronics engineering technician;narrowmatch;computer hardware engineering technician
computer hardware engineering technician;broadmatch;electronics engineering technician
digital media designer;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;digital media designer
digital games designer;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;digital games designer
3d modeller;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;illustrator
illustrator;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;desktop publisher
desktop publisher;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;stop-motion animator
stop-motion animator;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;performance lighting designer
performance lighting designer;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;special effects artist
special effects artist;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;digital artist
digital artist;broadmatch;graphic and multimedia designers
graphic and multimedia designers;narrowmatch;graphic designer
graphic designer;broadmatch;graphic and multimedia designers
train cleaner;broadmatch;cleaners and helpers in offices, hotels and other establishments
cleaners and helpers in offices, hotels and other establishments;narrowmatch;train cleaner
aircraft groomer;broadmatch;cleaners and helpers in offices, hotels and other establishments
podiatrist;broadmatch;health professionals not elsewhere classified
health professionals not elsewhere classified;narrowmatch;recreational therapist
recreational therapist;broadmatch;health professionals not elsewhere classified
health professionals not elsewhere classified;narrowmatch;occupational therapist
occupational therapist;broadmatch;health professionals not elsewhere classified
health professionals not elsewhere classified;narrowmatch;occupational therapy assistant
occupational therapy assistant;broadmatch;health professionals not elsewhere classified
health professionals not elsewhere classified;narrowmatch;podiatrist
health professionals not elsewhere classified;narrowmatch;podiatry assistant
cleaners and helpers in offices, hotels and other establishments;narrowmatch;aircraft groomer
podiatry assistant;broadmatch;health professionals not elsewhere classified
health professionals not elsewhere classified;narrowmatch;chiropractor
chiropractor;broadmatch;health professionals not elsewhere classified
health professionals not elsewhere classified;narrowmatch;medical physics expert
medical physics expert;broadmatch;health professionals not elsewhere classified
health professionals not elsewhere classified;narrowmatch;kinesiologist
kinesiologist;broadmatch;health professionals not elsewhere classified
ship duty engineer;broadmatch;ships’ engineers
ships’ engineers;narrowmatch;ship duty engineer
fisheries refrigeration engineer;broadmatch;ships’ engineers
ships’ engineers;narrowmatch;fisheries refrigeration engineer
drama teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;physics teacher secondary school
physics teacher secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;mathematics teacher at secondary school
mathematics teacher at secondary school;broadmatch;secondary school teacher
secondary school teacher;narrowmatch;philosophy teacher secondary school
philosophy teacher secondary school;broadmatch;secondary school teacher
