head;relation;tail
primary lymphedema;broadmatch;group of disorders
primary lymphedema;broadmatch;rare lymphatic system anomaly
primary lymphedema;broadmatch;genetic vascular anomaly
infantile refsum disease;broadmatch;disease
rabies;broadmatch;disease
monosomy 9q22.3;broadmatch;malformation syndrome
lujan-fryns syndrome;broadmatch;malformation syndrome
pparg-related familial partial lipodystrophy;broadmatch;disease
q fever;broadmatch;disease
juvenile polyposis of infancy;broadmatch;clinical subtype
disorder of amino acid and other organic acid metabolism;broadmatch;rare inborn errors of metabolism
disorder of amino acid and other organic acid metabolism;broadmatch;group of disorders
retinoblastoma;broadmatch;disease
congenital alpha2-antiplasmin deficiency;broadmatch;disease
generalized glucocorticoid resistance syndrome;broadmatch;disease
estrogen resistance syndrome;broadmatch;disease
rubinstein-taybi syndrome;broadmatch;malformation syndrome
axenfeld-rieger syndrome;broadmatch;malformation syndrome
rhabdomyosarcoma;broadmatch;disease
x-linked non-syndromic intellectual disability;broadmatch;etiological subtype
ankylostomiasis;broadmatch;disease
reynolds syndrome;broadmatch;disease
rare genetic odontologic disease;broadmatch;rare genetic disease
rare genetic odontologic disease;broadmatch;group of disorders
genetic obesity;broadmatch;rare endocrine disease
genetic obesity;broadmatch;group of disorders
genetic obesity;broadmatch;genetic overgrowth/obesity syndrome
genetic obesity;broadmatch;rare genetic endocrine disease
rett syndrome;broadmatch;disease
rabson-mendenhall syndrome;broadmatch;malformation syndrome
familial long qt syndrome;broadmatch;group of disorders
familial long qt syndrome;broadmatch;genetic cardiac rhythm disease
cystoid macular dystrophy;broadmatch;disease
androgen insensitivity syndrome;broadmatch;rare male infertility due to testicular endocrine disorder
androgen insensitivity syndrome;broadmatch;group of disorders
androgen insensitivity syndrome;broadmatch;genetic 46,xy disorder of sex development of endocrine origin
androgen insensitivity syndrome;broadmatch;46,xy disorder of sex development of gynecological interest
androgen insensitivity syndrome;broadmatch;46,xy disorder of sex development of endocrine origin
periodontal ehlers-danlos syndrome;broadmatch;disease
primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency;broadmatch;disease
brain malformation-congenital heart disease-postaxial polydactyly syndrome;broadmatch;malformation syndrome
oguchi disease;broadmatch;malformation syndrome
oligocone trichromacy;broadmatch;disease
polyarteritis nodosa;broadmatch;disease
central areolar choroidal dystrophy;broadmatch;disease
familial drusen;broadmatch;disease
bradyopsia;broadmatch;disease
progressive bifocal chorioretinal atrophy;broadmatch;disease
north carolina macular dystrophy;broadmatch;disease
retinal arterial tortuosity;broadmatch;disease
osteosclerosis-ichthyosis-premature ovarian failure syndrome;broadmatch;disease
46,xy disorder of sex development due to 5-alpha-reductase 2 deficiency;broadmatch;disease
familial isolated restrictive cardiomyopathy;broadmatch;disease
b4galt7-related spondylodysplastic ehlers-danlos syndrome;broadmatch;clinical subtype
x-linked ehlers-danlos syndrome;broadmatch;disease
leydig cell hypoplasia;broadmatch;disease
angioosteohypotrophic syndrome;broadmatch;malformation syndrome
hemolytic anemia due to red cell pyruvate kinase deficiency;broadmatch;disease
pyruvate dehydrogenase deficiency;broadmatch;disease
pyomyositis;broadmatch;disease
pycnodysostosis;broadmatch;disease
immunoglobulin a vasculitis;broadmatch;disease
purine nucleoside phosphorylase deficiency;broadmatch;disease
strongyloidiasis;broadmatch;disease
central precocious puberty;broadmatch;disease
morm syndrome;broadmatch;disease
6q terminal deletion syndrome;broadmatch;malformation syndrome
congenital muscular dystrophy, ullrich type;broadmatch;disease
pseudoxanthoma elasticum;broadmatch;disease
pseudohypoaldosteronism type 2;broadmatch;disease
pseudohypoaldosteronism type 1;broadmatch;disease
primary progressive freezing gait;broadmatch;clinical syndrome
loeffler endocarditis;broadmatch;disease
tropical endomyocardial fibrosis;broadmatch;disease
acquired idiopathic sideroblastic anemia;broadmatch;disease
x-linked sideroblastic anemia;broadmatch;disease
igg4-related dacryoadenitis and sialadenitis;broadmatch;clinical subtype
familial partial lipodystrophy, köbberling type;broadmatch;disease
disorder of peptide metabolism;broadmatch;disorder of amino acid and other organic acid metabolism
disorder of amino acid absorption and transport;broadmatch;group of disorders
disorder of cobalamin metabolism and transport;broadmatch;group of disorders
disorder of cobalamin metabolism and transport;broadmatch;disorder of vitamin and non-protein cofactor absorption and transport
disorder of neurotransmitter metabolism and transport;broadmatch;disorder of biogenic amine metabolism and transport
disorder of neurotransmitter metabolism and transport;broadmatch;group of disorders
disorder of bile acid synthesis;broadmatch;sterol metabolism disorder
disorder of bile acid synthesis;broadmatch;group of disorders
disorder of urea cycle metabolism and ammonia detoxification;broadmatch;disorder of amino acid and other organic acid metabolism
disorder of urea cycle metabolism and ammonia detoxification;broadmatch;group of disorders
disorder of amino acid absorption and transport;broadmatch;disorder of amino acid and other organic acid metabolism
classic organic aciduria;broadmatch;group of disorders
creatine deficiency syndrome;broadmatch;group of disorders
classic organic aciduria;broadmatch;organic aciduria
disorder of carbohydrate metabolism;broadmatch;rare inborn errors of metabolism
disorder of carbohydrate metabolism;broadmatch;group of disorders
isobutyryl-coa dehydrogenase deficiency;broadmatch;disease
cerebral organic aciduria;broadmatch;group of disorders
cerebral organic aciduria;broadmatch;organic aciduria
2-methylbutyryl-coa dehydrogenase deficiency;broadmatch;disease
seizures-intellectual disability due to hydroxylysinuria syndrome;broadmatch;disease
hydroxykynureninuria;broadmatch;disease
creatine deficiency syndrome;broadmatch;energy metabolism disorder with epilepsy
creatine deficiency syndrome;broadmatch;disorder of energy metabolism
akt2-related familial partial lipodystrophy;broadmatch;disease
disorder of glycerol metabolism;broadmatch;disorder of carbohydrate metabolism
disorder of peptide metabolism;broadmatch;group of disorders
disorder of pentose phosphate metabolism;broadmatch;disorders of pentose/polyol metabolism
disorder of pentose phosphate metabolism;broadmatch;group of disorders
disorder of ornithine or proline metabolism;broadmatch;disorder of amino acid and other organic acid metabolism
disorder of ornithine or proline metabolism;broadmatch;group of disorders
disorder of ketolysis;broadmatch;disorder of fatty acid oxidation and ketone body metabolism
disorder of ketolysis;broadmatch;group of disorders
disorder of histidine metabolism;broadmatch;disorder of amino acid and other organic acid metabolism
disorder of histidine metabolism;broadmatch;group of disorders
disorder of glycerol metabolism;broadmatch;group of disorders
disorder of methionine cycle and sulfur amino acid metabolism;broadmatch;group of disorders
glucose transport disorder;broadmatch;group of disorders
glucose transport disorder;broadmatch;disorder of carbohydrate absorption and transport
gluconeogenesis disorder;broadmatch;disorder of carbohydrate metabolism
gluconeogenesis disorder;broadmatch;group of disorders
disorder of gamma-aminobutyric acid metabolism;broadmatch;disorder of biogenic amine metabolism and transport
disorder of gamma-aminobutyric acid metabolism;broadmatch;group of disorders
disorder of fatty acid oxidation and ketone body metabolism;broadmatch;disorder of energy metabolism
disorder of fatty acid oxidation and ketone body metabolism;broadmatch;group of disorders
disorder of methionine cycle and sulfur amino acid metabolism;broadmatch;disorder of amino acid and other organic acid metabolism
2-aminoadipic 2-oxoadipic aciduria;broadmatch;disease
idiopathic trachyonychia;broadmatch;disease
disseminated superficial actinic porokeratosis;broadmatch;disease
sympathetic ophthalmia;broadmatch;disease
mandibulofacial dysostosis-microcephaly syndrome;broadmatch;malformation syndrome
developmental malformations-deafness-dystonia syndrome;broadmatch;malformation syndrome
eiken syndrome;broadmatch;malformation syndrome
myxofibrosarcoma;broadmatch;disease
thyrotoxic periodic paralysis;broadmatch;disease
hyperprolinemia type 2;broadmatch;disease
atrophoderma vermiculata;broadmatch;disease
retinitis pigmentosa;broadmatch;disease
interstitial granulomatous dermatitis with arthritis;broadmatch;disease
folinic acid-responsive seizures;broadmatch;disease
acrokeratosis verruciformis of hopf;broadmatch;disease
pyridoxal phosphate-responsive seizures;broadmatch;disease
congenital bile acid synthesis defect type 4;broadmatch;disease
grange syndrome;broadmatch;malformation syndrome
foix-alajouanine syndrome;broadmatch;malformation syndrome
hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome;broadmatch;disease
localized lipodystrophy;broadmatch;acquired lipodystrophy
localized lipodystrophy;broadmatch;group of disorders
acquired partial lipodystrophy;broadmatch;disease
acquired generalized lipodystrophy;broadmatch;disease
neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome;broadmatch;disease
hepatic veno-occlusive disease-immunodeficiency syndrome;broadmatch;disease
acute interstitial pneumonia;broadmatch;disease
respiratory bronchiolitis-interstitial lung disease syndrome;broadmatch;disease
linear and whorled nevoid hypermelanosis;broadmatch;disease
dermochondrocorneal dystrophy;broadmatch;disease
elastosis perforans serpiginosa;broadmatch;disease
familial reactive perforating collagenosis;broadmatch;disease
familial progressive hyperpigmentation;broadmatch;disease
dowling-degos disease;broadmatch;disease
isolated congenital onychodysplasia;broadmatch;disease
isolated congenital anonychia;broadmatch;disease
hereditary painful callosities;broadmatch;disease
cutaneous neuroendocrine carcinoma;broadmatch;disease
japanese encephalitis;broadmatch;disease
bickerstaff brainstem encephalitis;broadmatch;disease
generalized epilepsy-paroxysmal dyskinesia syndrome;broadmatch;disease
episodic ataxia type 4;broadmatch;disease
episodic ataxia type 3;broadmatch;disease
dend syndrome;broadmatch;disease
focal facial dermal dysplasia type i;broadmatch;clinical subtype
trichodysplasia-amelogenesis imperfecta syndrome;broadmatch;malformation syndrome
lymphoid interstitial pneumonia;broadmatch;disease
brachydactyly type a4;broadmatch;malformation syndrome
brachydactyly type a2;broadmatch;malformation syndrome
brachydactyly type a7;broadmatch;malformation syndrome
rare oculomotor nerve disorder;broadmatch;group of disorders
oculomotor apraxia;broadmatch;rare genetic ophthalmic disorder with cortical involvement
oculomotor apraxia;broadmatch;rare ophthalmic disorder with cortical involvement
oculomotor apraxia;broadmatch;group of disorders
supranuclear eye movement disorder;broadmatch;rare genetic brainstem or cerebellar disorder with ophthalmic involvement as a major feature
supranuclear eye movement disorder;broadmatch;rare brainstem or cerebellar disorder with ophthalmic involvement as a major feature
supranuclear eye movement disorder;broadmatch;group of disorders
congenital trochlear nerve palsy;broadmatch;disease
rare oculomotor nerve disorder;broadmatch;rare genetic ophthalmic disorder with cranial nerve involvement
rare oculomotor nerve disorder;broadmatch;rare ophthalmic disorder with cranial nerve involvement
craniostenosis with strabismus;broadmatch;syndromic disorder with strabismus
oculocutaneous or ocular albinism;broadmatch;rare disorder involving multiple structures of the eye
craniostenosis with strabismus;broadmatch;syndromic genetic disorder with strabismus
craniostenosis with strabismus;broadmatch;group of disorders
syndromic disorder with strabismus;broadmatch;rare disorder with strabismus
syndromic disorder with strabismus;broadmatch;group of disorders
rare disorder with strabismus;broadmatch;rare ocular motility/alignment disorder
rare disorder with strabismus;broadmatch;group of disorders
autosomal recessive isolated optic atrophy;broadmatch;disease
autosomal dominant optic atrophy, classic form;broadmatch;disease
autosomal dominant optic atrophy;broadmatch;hereditary optic neuropathy
oculocutaneous or ocular albinism;broadmatch;group of disorders
oculocutaneous or ocular albinism;broadmatch;rare genetic disorder involving multiple structures of the eye
congenital anomaly of the great arteries;broadmatch;rare vascular malformation of major vessels
pulmonary artery or pulmonary branch anomaly;broadmatch;congenital anomaly of the great arteries
hypoplastic right heart syndrome;broadmatch;univentricular cardiopathy
hypoplastic right heart syndrome;broadmatch;group of disorders
atrioventricular septal defect;broadmatch;atrioventricular valve anomaly
atrioventricular septal defect;broadmatch;group of disorders
atrioventricular septal defect;broadmatch;genetic cardiac anomaly
congenital tricuspid malformation;broadmatch;atrioventricular valve anomaly
congenital tricuspid malformation;broadmatch;group of disorders
atrioventricular valve anomaly;broadmatch;rare congenital non-syndromic heart malformation
atrioventricular valve anomaly;broadmatch;group of disorders
pulmonary artery or pulmonary branch anomaly;broadmatch;transposition of the great arteries and conotruncal cardiac anomaly
uveitis;broadmatch;group of disorders
pulmonary artery or pulmonary branch anomaly;broadmatch;group of disorders
aortic malformation;broadmatch;congenital anomaly of the great arteries
aortic malformation;broadmatch;transposition of the great arteries and conotruncal cardiac anomaly
aortic malformation;broadmatch;group of disorders
transposition of the great arteries and conotruncal cardiac anomaly;broadmatch;rare congenital non-syndromic heart malformation
transposition of the great arteries and conotruncal cardiac anomaly;broadmatch;group of disorders
heart position anomaly;broadmatch;rare congenital non-syndromic heart malformation
heart position anomaly;broadmatch;group of disorders
uveitis;broadmatch;rare disorder of the visual organs
autosomal dominant optic atrophy;broadmatch;group of disorders
hereditary optic neuropathy;broadmatch;rare genetic optic nerve disorder
hereditary optic neuropathy;broadmatch;rare optic nerve disorder
metabolic disease with cataract;broadmatch;syndromic genetic cataract
dentocutaneous disease with cataract;broadmatch;syndromic genetic cataract
dentocutaneous disease with cataract;broadmatch;group of disorders
musculoskeletal disease with cataract;broadmatch;syndromic cataract
musculoskeletal disease with cataract;broadmatch;syndromic genetic cataract
musculoskeletal disease with cataract;broadmatch;group of disorders
renal disease with cataract;broadmatch;syndromic cataract
renal disease with cataract;broadmatch;syndromic genetic cataract
renal disease with cataract;broadmatch;group of disorders
metabolic disease with cataract;broadmatch;syndromic cataract
metabolic disease with cataract;broadmatch;group of disorders
hereditary optic neuropathy;broadmatch;group of disorders
chromosomal anomaly with cataract;broadmatch;syndromic cataract
chromosomal anomaly with cataract;broadmatch;syndromic genetic cataract
chromosomal anomaly with cataract;broadmatch;group of disorders
syndromic cataract;broadmatch;rare disorder with lens opacification
syndromic cataract;broadmatch;group of disorders
rare disorder with lens opacification;broadmatch;rare lens disease
rare disorder with lens opacification;broadmatch;group of disorders
rare lens disease;broadmatch;rare disorder of the anterior segment of the eye
rare lens disease;broadmatch;group of disorders
dentocutaneous disease with cataract;broadmatch;syndromic cataract
craniofacial anomaly with cataract;broadmatch;group of disorders
craniofacial anomaly with cataract;broadmatch;syndromic genetic cataract
craniofacial anomaly with cataract;broadmatch;syndromic cataract
vitreoretinopathy;broadmatch;rare genetic retinal disorder
vitreoretinopathy;broadmatch;rare retinal disorder
vitreoretinopathy;broadmatch;group of disorders
syndromic rod-cone dystrophy;broadmatch;syndromic inherited retinal disorder
syndromic rod-cone dystrophy;broadmatch;group of disorders
color-vision disease;broadmatch;rare ophthalmic disorder
color-vision disease;broadmatch;group of disorders
color-vision disease;broadmatch;rare genetic eye disease
lens shape anomaly;broadmatch;rare lens disease
lens shape anomaly;broadmatch;developmental defect of the eye
lens shape anomaly;broadmatch;group of disorders
lens shape anomaly;broadmatch;genetic lens and zonula anomaly
lens shape anomaly;broadmatch;genetic developmental defect of the eye
lens position anomaly;broadmatch;rare lens disease
lens position anomaly;broadmatch;developmental defect of the eye
lens position anomaly;broadmatch;group of disorders
lens size anomaly;broadmatch;rare lens disease
lens size anomaly;broadmatch;developmental defect of the eye
lens size anomaly;broadmatch;group of disorders
congenital anomaly of the great arteries;broadmatch;group of disorders
congenital anomaly of the great arteries;broadmatch;rare congenital non-syndromic heart malformation
rare disease with glaucoma as a major feature;broadmatch;secondary early-onset glaucoma
spinocerebellar ataxia type 18;broadmatch;disease
isochromosomy yq;broadmatch;malformation syndrome
isochromosomy yp;broadmatch;malformation syndrome
angelman syndrome due to paternal uniparental disomy of chromosome 15;broadmatch;etiological subtype
angelman syndrome due to maternal 15q11q13 deletion;broadmatch;etiological subtype
prader-willi syndrome due to paternal 15q11q13 deletion;broadmatch;etiological subtype
alpha-thalassemia-intellectual disability syndrome linked to chromosome 16;broadmatch;malformation syndrome
autosomal dominant nocturnal frontal lobe epilepsy;broadmatch;disease
spinocerebellar ataxia type 21;broadmatch;disease
spinocerebellar ataxia type 19/22;broadmatch;disease
spinocerebellar ataxia type 15/16;broadmatch;disease
primary dystonia, dyt4 type;broadmatch;disease
spinocerebellar ataxia type 13;broadmatch;disease
spinocerebellar ataxia type 11;broadmatch;disease
spinocerebellar ataxia type 5;broadmatch;disease
spinocerebellar ataxia type 4;broadmatch;disease
spinocerebellar ataxia type 27;broadmatch;disease
spinocerebellar ataxia type 14;broadmatch;disease
spinocerebellar ataxia type 12;broadmatch;disease
spinocerebellar ataxia type 10;broadmatch;disease
spinocerebellar ataxia type 8;broadmatch;disease
tibial hemimelia-polysyndactyly-triphalangeal thumb syndrome;broadmatch;malformation syndrome
primary dystonia, dyt6 type;broadmatch;disease
ascending aorta anomaly;broadmatch;group of disorders
chronic myelomonocytic leukemia;broadmatch;disease
acute myeloblastic leukemia with maturation;broadmatch;disease
acute myeloblastic leukemia without maturation;broadmatch;disease
acute myeloid leukemia with minimal differentiation;broadmatch;disease
acute myeloid leukemia with 11q23 abnormalities;broadmatch;disease
"acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)";broadmatch;disease
unclassified myelodysplastic syndrome;broadmatch;disease
refractory anemia;broadmatch;disease
unclassified myelodysplastic/myeloproliferative disease;broadmatch;disease
atypical chronic myeloid leukemia;broadmatch;disease
familial focal epilepsy with variable foci;broadmatch;disease
primary dystonia, dyt13 type;broadmatch;disease
familial temporal lobe epilepsy;broadmatch;disease
landau-kleffner syndrome;broadmatch;disease
benign childhood occipital epilepsy, gastaut type;broadmatch;clinical subtype
benign childhood occipital epilepsy, panayiotopoulos type;broadmatch;clinical subtype
hypohidrotic ectodermal dysplasia with immunodeficiency;broadmatch;disease
paroxysmal exertion-induced dyskinesia;broadmatch;disease
paroxysmal non-kinesigenic dyskinesia;broadmatch;disease
paroxysmal kinesigenic dyskinesia;broadmatch;disease
autosomal dominant dopa-responsive dystonia;broadmatch;disease
spinocerebellar ataxia type 17;broadmatch;disease
spinocerebellar ataxia type 6;broadmatch;disease
spinocerebellar ataxia type 3;broadmatch;disease
noonan syndrome and noonan-related syndrome;broadmatch;group of disorders
neurological muscular channelopathy due to a genetic calcium channel defect;broadmatch;group of disorders
neurological muscular channelopathy due to a genetic chloride channel defect;broadmatch;genetic neurological muscular channelopathy
neurological muscular channelopathy due to a genetic chloride channel defect;broadmatch;group of disorders
neurological muscular channelopathy due to a genetic sodium channel defect;broadmatch;genetic neurological muscular channelopathy
neurological muscular channelopathy due to a genetic sodium channel defect;broadmatch;group of disorders
genetic neurological muscular channelopathy;broadmatch;muscular channelopathy
genetic neurological muscular channelopathy;broadmatch;group of disorders
genetic neurological muscular channelopathy;broadmatch;genetic neuromuscular disease
noonan syndrome and noonan-related syndrome;broadmatch;rasopathy
noonan syndrome and noonan-related syndrome;broadmatch;genetic malformation syndrome with short stature
spinocerebellar ataxia type 2;broadmatch;disease
noonan syndrome and noonan-related syndrome;broadmatch;rare syndrome with cardiac malformations
noonan syndrome and noonan-related syndrome;broadmatch;malformation syndrome with short stature
congenital arteriovenous fistula;broadmatch;group of disorders
congenital arteriovenous fistula;broadmatch;simple vascular malformation
congenital pulmonary veins anomaly;broadmatch;group of disorders
congenital pulmonary veins anomaly;broadmatch;congenital anomaly of the great veins
rare atrial defect and interatrial communication;broadmatch;rare congenital non-syndromic heart malformation
rare atrial defect and interatrial communication;broadmatch;group of disorders
ascending aorta anomaly;broadmatch;congenital anomaly of the great arteries
neurological muscular channelopathy due to a genetic calcium channel defect;broadmatch;genetic neurological muscular channelopathy
neurological muscular channelopathy due to a genetic potassium channel defect;broadmatch;group of disorders
neurological muscular channelopathy due to a genetic potassium channel defect;broadmatch;genetic neurological muscular channelopathy
neurological muscular channelopathy due to a genetic ryanodine receptor defect;broadmatch;group of disorders
spinocerebellar ataxia type 1;broadmatch;disease
prader-willi syndrome due to maternal uniparental disomy of chromosome 15;broadmatch;etiological subtype
autoimmune neurological channelopathy;broadmatch;muscular channelopathy
autoimmune neurological channelopathy;broadmatch;group of disorders
neurological channelopathy of the central nervous system due to a genetic gaba receptor defect;broadmatch;genetic neurological channelopathy of the central nervous system
neurological channelopathy of the central nervous system due to a genetic gaba receptor defect;broadmatch;group of disorders
neurological channelopathy of the central nervous system due to a genetic acetylcholine receptor defect;broadmatch;genetic neurological channelopathy of the central nervous system
neurological channelopathy of the central nervous system due to a genetic acetylcholine receptor defect;broadmatch;group of disorders
neurological channelopathy of the central nervous system due to a genetic glycine receptor defect;broadmatch;genetic neurological channelopathy of the central nervous system
neurological channelopathy of the central nervous system due to a genetic glycine receptor defect;broadmatch;group of disorders
neurological channelopathy of the central nervous system due to a genetic potassium channel defect;broadmatch;genetic neurological channelopathy of the central nervous system
neurological channelopathy of the central nervous system due to a genetic potassium channel defect;broadmatch;group of disorders
neurological channelopathy of the central nervous system due to a genetic calcium channel defect;broadmatch;genetic neurological channelopathy of the central nervous system
neurological channelopathy of the central nervous system due to a genetic calcium channel defect;broadmatch;group of disorders
neurological channelopathy of the central nervous system due to a genetic sodium channel defect;broadmatch;genetic neurological channelopathy of the central nervous system
neurological channelopathy of the central nervous system due to a genetic sodium channel defect;broadmatch;group of disorders
genetic neurological channelopathy of the central nervous system;broadmatch;rare genetic neurological disorder
genetic neurological channelopathy of the central nervous system;broadmatch;group of disorders
neurological muscular channelopathy due to a genetic ryanodine receptor defect;broadmatch;genetic neurological muscular channelopathy
rare disease with glaucoma as a major feature;broadmatch;secondary early-onset glaucoma of genetic origin
rare disease with glaucoma as a major feature;broadmatch;group of disorders
primary mediastinal large b-cell lymphoma;broadmatch;disease
malformation of the cerebellar vermis;broadmatch;cerebellar malformation
non-syndromic pontocerebellar hypoplasia;broadmatch;cerebral malformation with epilepsy
posterior fossa malformation;broadmatch;group of disorders
posterior fossa malformation;broadmatch;non-syndromic central nervous system malformation
cranial nerve and nuclear aplasia;broadmatch;group of disorders
cranial nerve and nuclear aplasia;broadmatch;genetic non-syndromic central nervous system malformation
cranial nerve and nuclear aplasia;broadmatch;non-syndromic central nervous system malformation
malformation of the cerebellar hemispheres;broadmatch;group of disorders
malformation of the cerebellar hemispheres;broadmatch;cerebellar malformation
malformation of the cerebellar vermis;broadmatch;group of disorders
acquired motor neuron disease;broadmatch;motor neuron disease
non-syndromic pontocerebellar hypoplasia;broadmatch;group of disorders
acquired motor neuron disease;broadmatch;group of disorders
genetic motor neuron disease;broadmatch;motor neuron disease
genetic motor neuron disease;broadmatch;group of disorders
genetic motor neuron disease;broadmatch;genetic neuromuscular disease
motor neuron disease;broadmatch;neuromuscular disease
motor neuron disease;broadmatch;group of disorders
genetic peripheral neuropathy;broadmatch;rare peripheral neuropathy
genetic peripheral neuropathy;broadmatch;rare genetic neurological disorder
genetic peripheral neuropathy;broadmatch;group of disorders
non-syndromic pontocerebellar hypoplasia;broadmatch;genetic posterior fossa malformation
non-syndromic pontocerebellar hypoplasia;broadmatch;posterior fossa malformation
developmental defect of the eye;broadmatch;group of disorders
late-onset ataxia with dementia;broadmatch;ataxia with dementia
rare cerebrovascular dementia;broadmatch;group of disorders
rare cerebrovascular dementia;broadmatch;genetic dementia
cerebral lipidosis with dementia;broadmatch;metabolic disease with dementia
cerebral lipidosis with dementia;broadmatch;group of disorders
metabolic disease with dementia;broadmatch;rare dementia
metabolic disease with dementia;broadmatch;group of disorders
metabolic disease with dementia;broadmatch;genetic dementia
infectious disease with dementia;broadmatch;rare dementia
infectious disease with dementia;broadmatch;group of disorders
late-onset ataxia with dementia;broadmatch;group of disorders
neurodegenerative disease with dementia;broadmatch;rare neurodegenerative disease
early-onset ataxia with dementia;broadmatch;ataxia with dementia
early-onset ataxia with dementia;broadmatch;group of disorders
ataxia with dementia;broadmatch;neurodegenerative disease with dementia
ataxia with dementia;broadmatch;group of disorders
ataxia with dementia;broadmatch;genetic neurodegenerative disease with dementia
frontotemporal degeneration with dementia;broadmatch;neurodegenerative disease with dementia
frontotemporal degeneration with dementia;broadmatch;group of disorders
neurodegenerative disease with dementia;broadmatch;rare dementia
neurodegenerative disease with dementia;broadmatch;group of disorders
rare peripheral neuropathy;broadmatch;rare neurologic disease
rare peripheral neuropathy;broadmatch;group of disorders
genetic neuromuscular junction disease;broadmatch;neuromuscular junction disease
vitamin b12- and folate-independent constitutional megaloblastic anemia;broadmatch;constitutional deficiency anemia
rare coagulation disorder;broadmatch;group of disorders
secondary polycythemia;broadmatch;polycythemia
secondary polycythemia;broadmatch;group of disorders
secondary polycythemia;broadmatch;genetic polycythemia
polycythemia;broadmatch;rare hematologic disease
polycythemia;broadmatch;group of disorders
primary acquired red cell aplasia;broadmatch;group of disorders
primary acquired red cell aplasia;broadmatch;rare acquired aplastic anemia
vitamin b12- and folate-independent constitutional megaloblastic anemia;broadmatch;group of disorders
constitutional megaloblastic anemia due to folate metabolism disorder;broadmatch;group of disorders
genetic neuromuscular junction disease;broadmatch;group of disorders
constitutional megaloblastic anemia due to folate metabolism disorder;broadmatch;constitutional deficiency anemia
pulmonary agenesis;broadmatch;morphological anomaly
constitutional megaloblastic anemia due to vitamin b12 metabolism disorder;broadmatch;group of disorders
constitutional megaloblastic anemia due to vitamin b12 metabolism disorder;broadmatch;constitutional deficiency anemia
autoimmune hemolytic anemia;broadmatch;group of disorders
autoimmune hemolytic anemia;broadmatch;rare acquired hemolytic anemia
hemolytic anemia due to an erythrocyte nucleotide metabolism disorder;broadmatch;rare constitutional hemolytic anemia due to an enzyme disorder
hemolytic anemia due to an erythrocyte nucleotide metabolism disorder;broadmatch;group of disorders
hemolytic anemia due to a disorder of glycolytic enzymes;broadmatch;rare constitutional hemolytic anemia due to an enzyme disorder
rare coagulation disorder;broadmatch;rare hematologic disease
hereditary combined deficiency of vitamin k-dependent clotting factors;broadmatch;disease
alpha granule disease;broadmatch;isolated hereditary giant platelet disorder
alpha granule disease;broadmatch;group of disorders
genetic neuromuscular junction disease;broadmatch;genetic neuromuscular disease
acquired neuromuscular junction disease;broadmatch;neuromuscular junction disease
acquired neuromuscular junction disease;broadmatch;group of disorders
neuromuscular junction disease;broadmatch;neuromuscular disease
neuromuscular junction disease;broadmatch;group of disorders
metabolic myopathy;broadmatch;group of disorders
metabolic myopathy;broadmatch;non-dystrophic myopathy
idiopathic inflammatory myopathy;broadmatch;group of disorders
idiopathic inflammatory myopathy;broadmatch;acquired skeletal muscle disease
idiopathic inflammatory myopathy;broadmatch;systemic autoimmune disease
muscular dystrophy;broadmatch;group of disorders
muscular dystrophy;broadmatch;genetic skeletal muscle disease
skeletal muscle disease;broadmatch;neuromuscular disease
skeletal muscle disease;broadmatch;group of disorders
x-linked syndromic intellectual disability;broadmatch;group of disorders
x-linked syndromic intellectual disability;broadmatch;rare genetic syndromic intellectual disability
x-linked syndromic intellectual disability;broadmatch;rare syndromic intellectual disability
dense granule disease;broadmatch;syndromic constitutional thrombocytopenia
dense granule disease;broadmatch;group of disorders
rare cerebrovascular dementia;broadmatch;rare dementia
developmental defect of the eye;broadmatch;rare developmental defect during embryogenesis
corneodysgenesis;broadmatch;developmental defect of the eye
rare disorder with conjunctival involvement as a major feature;broadmatch;rare disorder of the anterior segment of the eye
syndromic keratoconus;broadmatch;group of disorders
syndromic hyperopia;broadmatch;rare hyperopia and astigmatism
syndromic hyperopia;broadmatch;group of disorders
rare hyperopia and astigmatism;broadmatch;rare refraction anomaly
rare hyperopia and astigmatism;broadmatch;group of disorders
rare isolated myopia;broadmatch;disease
rare refraction anomaly;broadmatch;rare ophthalmic disorder
rare refraction anomaly;broadmatch;group of disorders
rare refraction anomaly;broadmatch;rare genetic eye disease
rare disorder with conjunctival involvement as a major feature;broadmatch;group of disorders
superficial corneal dystrophy;broadmatch;corneal dystrophy
eec syndrome and related disorders;broadmatch;rare disorder of the lacrimal apparatus
eec syndrome and related disorders;broadmatch;ectodermal dysplasia syndrome
eec syndrome and related disorders;broadmatch;rare genetic disorder of the lacrimal apparatus
eec syndrome and related disorders;broadmatch;group of disorders
syndromic orbital border hypoplasia;broadmatch;malformation syndrome
lacrimal drainage system anomaly;broadmatch;rare disorder of the lacrimal apparatus
lacrimal drainage system anomaly;broadmatch;developmental defect of the eye
lacrimal drainage system anomaly;broadmatch;group of disorders
congenital alacrima;broadmatch;rare disorder of the lacrimal apparatus
syndromic keratoconus;broadmatch;rare disorder with corneal involvement as a major feature
